row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty
question,a3629b23-578c-47b7-ab5a-e61c835d1814,2026,1,Which one of the following Carnatic music ragas is similar to Raga Bilawal in Hindustani music?,no_primary_tag,flagged,,,,
question,95218330-bd09-401f-b87f-b3e52ea7fce9,2026,2,The artificially fixed rupee-sterling exchange rate prescribed by the Hilton-Young Commission (1926) Was adopted by the British Government f,no_primary_tag,flagged,,,,
question,82951094-2d76-4094-8800-0cf95280511e,2026,3,"Consider the following statements : I.Pali texts contain the first definite references to coins, e.g., kahapana, nikkha, kamsa, and kakanika",no_primary_tag,flagged,,,,
question,861fe7d7-99bc-42a9-aed4-f2d26dd0a085,2026,4,"Which of the following temples has/have a Nagara-style shikhara ? 1. Malegitti Shivalaya, Badami 2. Huchimalligudi Temple, Aihole 3. Dashava",no_primary_tag,flagged,,,,
question,771876fe-d031-4b18-a8d6-b13aaf696c4b,2026,5,"Among the four main forms of existence of life recognized in Jainism, which one of the following is not included ?",no_primary_tag,flagged,,,,
question,330878ca-0ff8-4263-8b90-a8b7bb1c512e,2026,6,The Hallisalasya painting in the Bagh Caves represents :,no_primary_tag,flagged,,,,
question,1b0f81a3-1f2b-48b9-8b75-4e62e49b60ae,2026,7,Consider the following statements relating to Tr the use of the place-value system in India: 1. The earliest epigraphic use of the place-val,non_ascii_suspect;no_primary_tag,flagged,,,,
question,128aef2f-4fb1-497f-b994-76773f901785,2026,8,Consider the following statements about the archaeological findings in Harappan towns: I. There is wide occurrence of spindle-whorls in the ,no_primary_tag,flagged,,,,
question,89e9cad4-7029-462f-b1b2-001a110701de,2026,9,Which one of the following statements about the Eka Movement and Bardoli Satyagraha is correct ?,no_primary_tag,flagged,,,,
question,1ef86892-e8c8-4c2c-b140-90bf20b5356c,2026,10,Consider the following statements about the Rigvedic period : I.Irrigation from wells allowed agriculture to expand away from flood plains a,no_primary_tag,flagged,,,,
question,9ee826ed-6d88-48ec-8225-bf2dcbded1e0,2026,11,"Consider the following assertion : In the Pleistocene period either the Yamuna once flowed into the Indus, or the Sutlej flowed into the Yam",no_primary_tag,flagged,,,,
