row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty
question,a3629b23-578c-47b7-ab5a-e61c835d1814,2026,1,Which one of the following Carnatic music ragas is similar to Raga Bilawal in Hindustani music?,no_primary_tag,flagged,,,a4b0c3b7-ea6c-4748-9a96-8cab0fc63c8d,hard
question,95218330-bd09-401f-b87f-b3e52ea7fce9,2026,2,The artificially fixed rupee-sterling exchange rate prescribed by the Hilton-Young Commission (1926) Was adopted by the British Government f,no_primary_tag,flagged,,,1f90fbbf-7550-43c7-8127-5292227908c1,hard
question,82951094-2d76-4094-8800-0cf95280511e,2026,3,"Consider the following statements : I.Pali texts contain the first definite references to coins, e.g., kahapana, nikkha, kamsa, and kakanika",no_primary_tag,flagged,,,9ef945d6-6176-4099-94e8-8ca04fc4dbed,hard
question,861fe7d7-99bc-42a9-aed4-f2d26dd0a085,2026,4,"Which of the following temples has/have a Nagara-style shikhara ? 1. Malegitti Shivalaya, Badami 2. Huchimalligudi Temple, Aihole 3. Dashava",no_primary_tag,flagged,,,8b8d195d-6b48-48c4-9621-ebaa3c8d83cb,medium
question,771876fe-d031-4b18-a8d6-b13aaf696c4b,2026,5,"Among the four main forms of existence of life recognized in Jainism, which one of the following is not included ?",no_primary_tag,flagged,,,88219a6b-fff2-49a9-9336-092e31533444,hard
question,330878ca-0ff8-4263-8b90-a8b7bb1c512e,2026,6,The Hallisalasya painting in the Bagh Caves represents :,no_primary_tag,flagged,,,4ff96891-ea5e-40e2-808c-dacc04c5a1f8,hard
question,1b0f81a3-1f2b-48b9-8b75-4e62e49b60ae,2026,7,Consider the following statements relating to Tr the use of the place-value system in India: 1. The earliest epigraphic use of the place-val,non_ascii_suspect;no_primary_tag,flagged,,,1722f5df-cc06-4998-9c1d-f06bdfbde0ed,hard
question,128aef2f-4fb1-497f-b994-76773f901785,2026,8,Consider the following statements about the archaeological findings in Harappan towns: I. There is wide occurrence of spindle-whorls in the ,no_primary_tag,flagged,,,512e8c00-e3c4-4351-b04b-05f26ba8140e,medium
question,89e9cad4-7029-462f-b1b2-001a110701de,2026,9,Which one of the following statements about the Eka Movement and Bardoli Satyagraha is correct ?,no_primary_tag,flagged,,,69b0ea72-cbd3-4936-81c0-3aa90ea17775,medium
question,1ef86892-e8c8-4c2c-b140-90bf20b5356c,2026,10,Consider the following statements about the Rigvedic period : I.Irrigation from wells allowed agriculture to expand away from flood plains a,no_primary_tag,flagged,,,4af21078-e111-4375-8976-d6538d1e26ed,medium
question,9ee826ed-6d88-48ec-8225-bf2dcbded1e0,2026,11,"Consider the following assertion : In the Pleistocene period either the Yamuna once flowed into the Indus, or the Sutlej flowed into the Yam",no_primary_tag,flagged,,,ebe20275-2b75-4a64-9871-ff700a0487e3,hard
question,a224f276-e36e-4273-ba3a-1ceef81dd129,2026,12,What does an empty seat represent in early Buddhist iconography ?,no_primary_tag,flagged,,,5cd4d5a6-5d34-47e7-8f8d-f465541a446f,medium
question,5334b2f2-748b-4f39-a4d3-d5b33b2cb3b8,2026,13,Which of the following pairs of ancient and modern names of rivers is/are correctly matched ? 1. Vitasta : Chenab 2. Asikni : Jhelum 3. Paru,no_primary_tag,flagged,,,4af21078-e111-4375-8976-d6538d1e26ed,medium
question,4736900b-f5c0-43cb-9101-017ce702da9f,2026,14,Which of the following statements on the Amaravati Stupa and its relief sculpture is/are correct ? 1. It was located in the lower Krishna va,no_primary_tag,flagged,,,ae7b07ac-7a87-4183-b467-8924abb7d13f,medium
question,5fa51634-4994-482d-aed9-c41c488b7dc0,2026,15,Which of the following pairs of the king and his dynasty in early historical Tamilakam is/are not correctly matched ? 1. Senguttuvan : Chera,no_primary_tag,flagged,,,64bfe1f1-083a-4c78-8227-a8f5f89deef4,medium
question,04589263-dc7f-43ce-af28-99f3852a4cab,2026,16,Which of the following factors contributed to the formation of the Forward Bloc by Subhas Chandra Bose in 1939 ? 1. Bose failed to win the c,no_primary_tag,flagged,,,971a22b9-040e-4dea-804f-a3799312b6d7,medium
question,38b723d3-71ad-47e0-8110-10bb2206ec20,2026,17,Consider the following statements regarding the British policy in Awadh immediately after its annexation in 1856 : 1. The taluqdars were dis,no_primary_tag,flagged,,,daa689f2-76b9-4bc2-9f2e-b9f41d9fda18,hard
question,27a4caf9-a334-4150-84a7-e6c2a0f9f5fb,2026,18,Consider the following assertion : The genesis of political alliances based on community lay in the very nature of the Montague-Chelmsford R,no_primary_tag,flagged,,,8c060e1c-e55a-481b-9676-6d0d49874acb,medium
question,0ea175e1-c20a-4ebb-b78a-5c27f05ff378,2026,19,"Pandit Mallikarjun Mansur, the famous classical singer from Karnataka, represented the :",no_primary_tag,flagged,,,a4b0c3b7-ea6c-4748-9a96-8cab0fc63c8d,hard
question,baebb3da-06d6-41ae-840e-009ec51403c9,2026,20,In which one among the following texts does the term kshetra-patni (‘mistress of the field’) originate ?,non_ascii_suspect;no_primary_tag,flagged,,,1722f5df-cc06-4998-9c1d-f06bdfbde0ed,hard
question,7d371043-0d9e-4b4c-a155-3bf6172738c5,2026,21,Consider the following statements with reference to India’s response to climate change : I. India’s Long-Term Low Emission Development Strat,non_ascii_suspect;no_primary_tag,flagged,,,69f5f696-e1f0-4a23-95e0-447297437ac3,medium
question,290ab08b-4de0-4644-a8fc-9fac7c0a38d7,2026,22,"With respect to the Western Hoolock Gibbons, which of the following statements is/are correct ? 1.A Sanctuary in North-east India is home to",no_primary_tag,flagged,,,90933549-63ac-42c3-907b-4642292ebe14,medium
question,04521ab2-fd0a-476f-8fbc-1a9b8fc6a835,2026,23,Which of the following best explain(s) the rationale for protecting mangrove ecosystems in the context of climate resilience ? 1. Mangroves ,no_primary_tag,flagged,,,e9f28928-5171-442f-b919-74f878d15888,medium
question,d98fa88f-797d-4ab2-9039-3c556ac9ba6a,2026,24,In what way(s) does the Vizhinjam International Seaport represent a structural shift in India’s maritime trade and logistics policy ? 1. By ,non_ascii_suspect;no_primary_tag,flagged,,,5a8bc4f5-ab1e-4cf1-9ae4-280d9f161b07,medium
question,5a69b2a1-3329-4876-a0e7-b91cab07bdb0,2026,25,Identify the river of the Indian sub-continent on the basis of the following information : 1. It has an antecedent drainage system. 2. It fl,no_primary_tag,flagged,,,ebe20275-2b75-4a64-9871-ff700a0487e3,medium
question,0d76e28b-cbf4-45c6-9381-1935fd83580d,2026,26,Which of the following with reference to Indian States is/are not correct ? 1. Uttar Pradesh shares its boundary with the highest number of ,no_primary_tag,flagged,,,84bc27b9-0cd8-4469-97cb-2c4678d19382,medium
question,0f5a9e5f-af83-4c37-84fd-f4771c55f2ec,2026,27,Which of the following statements with regard to the arrival of Amur Falcons at Doyang Lake in Nagaland each year from Mongolia is/are corre,no_primary_tag,flagged,,,90933549-63ac-42c3-907b-4642292ebe14,easy
question,494fc7ee-207f-4dbe-909e-069c42091cc2,2026,28,Which among the following is/are the objective(s) of the Rainfed Area Development (RAD) initiative under the National Mission for Sustainabl,no_primary_tag,flagged,,,1e6c07b8-b818-49ad-894e-9bdbdbed9080,medium
question,ac35c6fb-2fe2-446e-bd90-a47f37065052,2026,29,Which of the following is/are the most significant implication(s) of obtaining Oeko-Tex certification for Eri Silk in the global textile ind,no_primary_tag,flagged,,,cb6b1afa-b744-469c-8c44-f7556b14ae31,hard
question,bb63cc4a-53ec-4555-af94-5088c440d790,2026,30,Ships from which of the following countries have to cross the Strait of Hormuz to reach out to the Indian Ocean ? 1.Bahrain 2. Syria 3. Qata,no_primary_tag,flagged,,,ac36747a-56a7-4b84-801c-411f44514efb,easy
question,ee4b4b78-74e5-40c5-963c-59692530e3c7,2026,31,"Tungurahua Volcano, which was declared a Global Geopark by UNESCO in 2025, is situated in which one among the following countries ?",no_primary_tag,flagged,,,93e6b74b-1946-433e-b10d-5a62a3c85844,hard
question,43f2ce26-bd22-409a-b4c8-da29194e590e,2026,32,"With reference to Madhav National Park, which of the following statements is/are correct ? 1. It was declared a Tiger Reserve in India in 20",no_primary_tag,flagged,,,99998dde-a7ad-4cba-aea4-5149d5d7d140,medium
question,3b427b5c-b676-4aa5-89a2-b7e17889fb46,2026,33,"With reference to the climate of Andaman and Nicobar Islands, which of the following statements is/are correct ? 1. The climate can be defin",no_primary_tag,flagged,,,7f80d70d-e525-46db-b404-cb612d427d34,medium
question,a1bcb6be-cd6d-45c6-a096-9de252231d25,2026,34,Which of the following geographical features or phenomena is/are associated with the Peninsular Block of India? 1. Submergence of parts of t,no_primary_tag,flagged,,,0cabc0e9-b5c9-42c3-8974-34134ec5bf8f,medium
question,1db3bc15-9321-474b-ade9-83d548bdeae6,2026,35,Consider the following statements with reference to the Sagarmala Programme of the Government of India: I. The Sagarmala Programme seeks to ,no_primary_tag,flagged,,,5a8bc4f5-ab1e-4cf1-9ae4-280d9f161b07,medium
question,195f8e76-c154-4dec-9629-34d1acd6d512,2026,36,Consider the following statements about Rhynchostylis retusa (Foxtail orchid): 1.It is an epiphytic orchid. 2.The species is endemic to Nort,no_primary_tag,flagged,,,2acb3c6d-cd9f-4426-bb07-28a61b9b0c4e,hard
question,7dc66cbf-4857-4011-9ae0-187ce99acf60,2026,37,"Which one of the following statements with regard to the Moidams, built by the Tai-Ahom kingdom and inscribed as a World Heritage Site by UN",suspicious_repeat_char;no_primary_tag,flagged,,,6be63a96-7edb-4661-a99e-30af18094385,medium
question,ece1e2bd-4a9b-41ac-ae5d-c775539f359f,2026,38,"At the United Nations Ocean Conference (UNOC) held in June, 2025 in France, the Food and Agricultural Organization (FAO) of the United Natio",non_ascii_suspect;no_primary_tag,flagged,,,e9f28928-5171-442f-b919-74f878d15888,hard
question,e6c50ec2-7aa7-4a18-98ab-a1070e28fd95,2026,39,Which of the following statements with reference to Lake Turkana is/are correct ? 1.It is the largest desert lake in the world. 2. The lake ,non_ascii_suspect;no_primary_tag,flagged,,,e468d421-7bcb-4a30-96f3-3ee9be1d69f3,hard
question,9b3d7154-4917-4d81-9f3f-f14f46bd1cc2,2026,40,Which one of the following is the first Plan Vivo certified Reducing Emissions from Deforestation and Forest Degradation (REDD+) project in ,no_primary_tag,flagged,,,4ab9045f-0e0a-491d-a57c-252cf06d9b3e,hard
question,dbbe270a-b4f6-49aa-93d3-2ce647948c45,2026,41,Which of the following statements with regard to genetic medicine is/are correct ? 1. Genetic medicines correct/compensate for the faulty ge,no_primary_tag,flagged,,,a218d1ba-5fc6-4346-a1d9-cd5e40ec2f80,medium
question,ca4609b6-d1fb-410b-96c3-5ecaa3767c99,2026,42,Which of the following statements with regard to Large Language Models (LLMs) used in machine learning is/are correct ? 1. LLMs assign proba,no_primary_tag,flagged,,,5858c30e-210b-42f7-8865-e9f37e3dd77b,easy
question,d24ccc25-7993-4f37-a840-46c4c874ff1e,2026,43,Which of the following statements with regard to stealth technology is/are correct ? 1. Stealth objects have a very small radar cross-sectio,no_primary_tag,flagged,,,cd941d98-386c-4a64-a3b8-492266101979,medium
question,5ad84ea1-3310-4f59-baaa-69e233b27d82,2026,44,Which of the following statements with regard to Black Boxes used in modern aircrafts is/are correct ? 1. They carry a beacon emitting red l,no_primary_tag,flagged,,,ae80b3ab-d22a-4224-bfc7-07144b78637e,medium
