row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty
question,a08b4155-ef1a-4434-b97d-394d02d575d0,2022,1,“Rapid Financing Instrument” and ” Rapid Credit Facility” are related to the provisions of lending by which one of the following?,non_ascii_suspect;no_primary_tag,flagged,,,faae405c-380a-493e-b12d-aff5f9409b89,medium
question,2280ddb8-ae5a-4d77-bb8e-57ba61ae86b5,2022,2,"With reference to the Indian economy, consider the following statements: An increase in Nominal Effective Exchange Rate (NEER) indicates the",no_primary_tag,flagged,,,d6152647-1846-42cf-9c2f-7c75de72ba33,medium
question,4033fc46-d293-4874-b225-fb5a19a9a3d6,2022,3,"With reference to the Indian economy, consider the following statements: If the inflation is too high, Reserve Bank of India (RBI) is likely",no_primary_tag,flagged,,,3860384c-12b3-48de-9185-9a559938f36d,medium
question,1bd83ede-4780-45c4-9130-6808500b4a7a,2022,4,"With reference to the “G20 Common Framework”, consider the following statements: It is an initiative endorsed by the G20 together with the P",non_ascii_suspect;no_primary_tag,flagged,,,9831ee26-c1b7-42d5-b4d7-7d62cc0cbd0d,hard
question,b489662a-0aeb-404b-ae37-685f918e10a1,2022,5,"With reference to the India economy, what are the advantages of “Inflation-Indexed Bonds (IIBs)”? Government can reduce the coupon rates on ",non_ascii_suspect;no_primary_tag,flagged,,,64bfd004-4a03-4e2c-832f-e2277f58cede,medium
question,e6dead21-9d52-4e13-bb23-b1e8dce69b3a,2022,6,"With reference to foreign-owned e-commerce firms operating in India, which of the following statements is/are correct? They can sell their o",no_primary_tag,flagged,,,cb6b1afa-b744-469c-8c44-f7556b14ae31,medium
question,df929d6e-98d1-44d1-be64-e921b8ea0a82,2022,7,Which of the following activities constitute real sector in the economy? farmers harvesting their crops Textile mills converting raw cotton ,no_primary_tag,flagged,,,2192efc2-2ac8-4f3c-be2b-e6bf539e90dd,easy
question,19e99e3c-dcf3-4283-a704-cff8526b1285,2022,8,Which one of the following situations best reflects “Indirect Transfers” often talked about in media recently with reference to India?,non_ascii_suspect;no_primary_tag,flagged,,,0e80d2a1-69d8-42b6-b305-8f6cbec1a798,hard
question,11500343-5a20-49e4-8144-46fbb61eb271,2022,9,"With reference to the expenditure made by an organization or a company, which of the following statements is/are correct? Acquiring new tech",no_primary_tag,flagged,,,a8939b7e-951c-4784-bdcd-598340f7d32c,medium
question,c2878fd6-204c-4872-8dc5-83f82c62f74e,2022,10,"With reference to the Indian economy, consider the following statements: A share of the household financial savings goes towards government ",no_primary_tag,flagged,,,48f9772e-159d-4733-afb6-436f5db3af10,hard
question,a00ba186-d4fc-4cf8-aedb-12055921cbc2,2022,11,"Consider the following statements: Pursuant to the report of H.N. Sanyal Committee, the Contempt of Courts Act, 1971 was passed. The Constit",no_primary_tag,flagged,,,b0e9c565-803b-46e0-a963-a918a302c609,medium
question,55d6290f-58f9-4c4f-8b78-77f238b2d421,2022,12,"With reference to India, consider the following statements: Government law officers and legal firms are recognized as advocates, but corpora",no_primary_tag,flagged,,,6fe2005c-d962-4ba5-b43c-6bb5342d52d0,hard
question,58d3839e-d07a-4aff-aa81-6e18394a9c13,2022,13,Consider the following statements: A bill amending the Constitution requires a prior recommendation of the President of India. When a Consti,no_primary_tag,flagged,,,ef19b179-017a-4b69-8d81-c9b245ca681f,medium
question,78244c98-2ebe-49bc-a9f4-6e43bf1307d8,2022,14,"Consider the following statements: The Constitution of India classifies the ministers into four ranks viz. Cabinet Minister, Minister of Sta",no_primary_tag,flagged,,,07d0f9f8-16f2-4982-be84-689c069d5ba0,medium
