row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty
question,6d1d6d7e-8e2f-4e9c-88df-e71703804f5f,2023,1,Consider the following statements : Jhelum River passes through Wular Lake. Krishna River directly feeds Kolleru Lake. Meandering of Gandak ,no_primary_tag,flagged,,,,
question,ee1a8af0-6681-411c-9145-b70b1c012b4c,2023,2,Consider the following pairs : Port : Well known as Kamaraj Port : First major port in India registered as a company · Mundra Port : Largest,non_ascii_suspect;no_primary_tag,flagged,,,,
question,ad6443b7-f730-4e38-8768-aeddf898a2b9,2023,3,Consider the following trees : Jackfruit (Artocarpus heterophyllus) Mahua (Madhuca indica) Teak (Tectona grandis) How many of the above are ,no_primary_tag,flagged,,,,
question,4487fa06-1411-4206-b2b7-1e0b185a2c8a,2023,4,Consider the following statements : India has more arable area than China. The proportion of irrigated area is more in India as compared to ,no_primary_tag,flagged,,,,
question,c04f8f73-da5b-4c6c-b856-161df27a973c,2023,5,"Which one of the following is the best example of repeated falls in sea level, giving rise to present-day extensive marshland?",no_primary_tag,flagged,,,,
question,d666c5b4-85aa-4f2f-9c4b-1a9f76f7f490,2023,6,"Ilmenite and rutile, abundantly available in certain coastal tracts of India, are rich sources of which one of the following?",no_primary_tag,flagged,,,,
question,1d148fb9-1c18-45af-97ff-ff744ff4a727,2023,7,"About three-fourths of world’s cobalt, a metal required for the manufacture of batteries for electric motor vehicles, is produced by",non_ascii_suspect;no_primary_tag,flagged,,,,
question,da6cd2eb-9204-43e6-a471-ce2c22b65e9b,2023,8,Which one of the following is a part of the Congo Basin?,no_primary_tag,flagged,,,,
question,9035182e-f97e-409f-83ef-c0ad95eceb59,2023,9,Consider the following statements : Amarkantak Hills are at the confluence of Vindhya and Sahyadri Ranges. Biligirirangan Hills constitute t,no_primary_tag,flagged,,,,
question,266fc191-876a-4f87-8a83-8b3c72324666,2023,10,"With reference to India’s projects on connectivity, consider the following statements : East-West Corridor under Golden Quadrilateral Projec",non_ascii_suspect;no_primary_tag,flagged,,,,
question,e4bcdcac-0260-429f-965b-146a64d58d8e,2023,11,"Consider the following statements : Statement-I : India, despite having uranium deposits, depends on coal for most of its electricity produc",no_primary_tag,flagged,,,,
question,051d9a2e-4236-4b69-88ca-ea94d5599af6,2023,12,Consider the following statements : Statement-I : Marsupials are not naturally found in India. Statement-II : Marsupials can thrive only in ,no_primary_tag,flagged,,,,
question,ef27040e-3b9d-494e-b5a8-de8039b7e47f,2023,13,‘Invasive Species Specialist group’ (that develops Global Invasive Species Database) belongs to which one of the following organizations?,non_ascii_suspect;no_primary_tag,flagged,,,,
question,e8b1b72c-4af0-4676-a4ca-0f1b39d97eef,2023,14,Consider the following ‘fauna : Lion-tailed Macaque Malabar Civet Sambar Deer How many of the above are generally nocturnal or most active a,non_ascii_suspect;no_primary_tag,flagged,,,,
question,64e7630d-6767-479b-922f-d515b7addce7,2023,15,Which of the following organisms perform waggle dance for others of their kin to indicate the direction and the distance to a source of thei,no_primary_tag,flagged,,,,
question,8491cacd-e93d-4320-980b-4e42c1cfc893,2023,16,Consider the following statements : Some mushrooms have medicinal properties. Some mushrooms have psychoactive properties. Some mushrooms ha,no_primary_tag,flagged,,,,
