"row_type","row_id","paper_year","question_number_or_topic_id","text_preview","flags","sample_reason","decision","notes","assign_topic_id","difficulty"
"question","2c4a5dba-473a-4ae7-a2a2-66cd3cc6b2e4","2024","1","Which of the following statements best reflect the most logical and rational inferences that can be made from the passage? The current metho","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","3539fbdd-6d76-4f49-8c93-4f03f73b4edc","2024","2","Based on the above passage, the following assumptions have been made : 1.The food distribution mechanism needs to be reimagined and made eff","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","easy"
"question","1162cc71-1661-4116-981f-484d1440bff7","2024","3","Which of the following statements best reflects/reflect the most logical and rational inference/inferences that can be made from the passage","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","82d0955f-843e-4df2-ba94-8303096c89be","2024","4","Based on the above passage, the following assumptions have been made : 1. Fiscal policies of governments are solely responsible for higher p","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","easy"
"question","9dd12dbe-fe04-40e1-8fc3-1f36f1918482","2024","5","What is the least possible number of cuts required to cut a cube into 64 identical pieces?","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","6c1bde1c-2a93-40cc-b552-c869271406a3","2024","6","In the expression 5 * 4* 3* 2* 1, * is chosen from +, -, × each at most two times. What is the smallest non-negative value of the expression","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","091a7301-5342-4840-b5a5-b4da570858c3","2024","7","A certain number of men can complete a piece of work in 6k days, where k is a natural number. By what percent should the number of men be in","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","41c9a42a-6989-4a6e-9287-afb11cbafe35","2024","8","X, Y and Z can complete a piece of work individually in 6 hours, 8 hours and 8 hours respectively. However, only one person at a time can wo","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","55bb81c9-d4fc-4ee2-ae00-f6f2baf3ad6c","2024","9","How many consecutive zeros are there at the end of the integer obtained in the product 12 × 24 × 36 × 48 ×.... × 2550?","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","004f4422-206c-4db1-a2fb-8133b2d0c309","2024","10","On January 1st, 2023, a person saved Rs 1. On January 2nd, 2023, he saved Rs. 2 more than that on the previous day. On January 3rd, 2023, he","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","2f0ba23b-4ad7-43b6-b1b2-d39726ece143","2024","11","Which one of the following statements best reflects the most logical and rational inference that can be made from the above passage?","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","medium"
"question","302100d5-a1dc-4f70-9f27-351f76b92e9c","2024","12","Based on the above passage, the following assumptions have been made : India needs a new generation of urban professionals with knowledge re","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","easy"
"question","ab58b89b-a851-4106-b45d-44161d86f9a3","2024","13","Which one of the following statements best reflects the central idea of the above passage ?","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","medium"
"question","39d3782b-3479-4097-b074-bf49ca0ae601","2024","14","Based on the above passage, the following assumptions have been made : 1. Internet is not inclusive enough. 2. Internet can adversely affect","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","easy"
"question","2c5726fa-2ab1-4748-a70a-3201e0c7aa74","2024","15","222333 + 333222 is divisible by which of the following numbers ?","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","60c8c46f-ea1b-43cf-a31b-5bd74a7d71a2","2024","16","What percent of water must be mixed with honey so as to gain 20% by selling the mixture at the cost price of honey ?","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","31a8dc04-b9ad-4796-b662-d1bf7c62fa6c","2024","17","What is the rightmost digit preceding the zeros in the value of 3030?","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","11d35f1d-a7cb-469c-86e7-8d1392cf67c4","2024","18","421 and 427, when divided by the same number, leave the same remainder 1. How many numbers can be used as the divisor in order to get the sa","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","5f3f7644-c126-4a43-b99a-2a4b44ebae8c","2024","19","A can X contains 399 litres of petrol and a can Y contains 532 litres of diesel. They are to be bottled in bottles of equal size so that who","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","6c9860e6-1584-4e10-aa4c-fc444f72ee0f","2024","20","Consider the following statements in respect of the sum S = x + y + z, where x, y and z are distinct prime numbers each less than 10 : 1. Th","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","97c86058-851f-4e92-9ab5-a740724d6c98","2024","21","Based on the above passage, the following assumptions have been made : For effective school education, parents have greater role than the go","non_ascii_suspect;no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","easy"
"question","0b4e9c6e-f51e-4262-92e8-460387a0b312","2024","22","Which one of the following statements best reflects the central idea conveyed by the passage?","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","medium"
"question","87e92256-0838-4b4d-81f7-b01a430ba892","2024","23","Which one of the following statements best reflects the thinking of the author about the science?","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","medium"
"question","1d1637ff-4992-40d2-a78f-9e00dfc979bb","2024","24","Consider the sequence A_BCD_BBCDABC_DABC_D that follows a certain pattern. Which one of the following completes the sequence?","no_primary_tag","flagged","verified","","10b8404d-601b-48f2-a433-be996892a3d8","medium"
"question","f25d0b92-2f37-42b9-87fc-683c0739df64","2024","25","Two persons P and Q enter into a business. P puts ₹ 14,000 more than Q, but P has invested for 8 months and Q has invested for 10 months. If","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","87467e49-6581-4340-a4c4-ab13152d1f16","2024","26","P’s salary is 20% lower than Q’s salary which is 20% lower than R’s salary. By how much percent is R’s salary more than P’s salary?","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","5742f882-98c8-49ec-99e2-8ebeeb018097","2024","27","A number is mistakenly divided by 4 instead of multiplying by 4. What is the percentage change in the result due to this mistake?","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
