0d42c777-f3ce-417e-ad85-69f38612edab,easy
39c54d5d-b559-4e46-b9b4-fa2cb8ec2b62,easy
2fc2e9dd-2d95-48dc-a471-894d3d60100b,easy
f78c82d1-6b4c-456a-830c-344e73742c76,easy
aec6b567-fabf-4857-a3cc-e15d2850ec23,medium
27ff12e6-370b-4c80-a131-f48a33adef87,easy
0674486d-1d98-4787-b70d-dbdcc9b9319e,easy
b6bec02c-f407-4b80-9406-cec08c535935,easy
cc2aba9e-ac32-4239-bcd0-4c32a5fd07b1,easy
90a9f385-6b6f-4094-a75b-729f81279b03,easy
a7a4398a-0885-4b28-a83b-845ce552f76c,easy
0f7f2062-90a4-4c95-8472-3fe6756c7f1f,easy
50a4e447-12c1-4cad-8ce7-099bdc15ab41,medium
a10ed26a-0fad-4804-a827-c4ba951c81bf,easy
c6d259d6-d946-49ab-adbd-be4aca031135,easy
e4f83291-ef71-4595-98cb-c795428efd29,easy
be49aad0-1b25-4302-9a7c-b3688be62982,hard
1cd8de3d-d446-4551-8922-fe7b1f9c3796,medium
2f5f8353-833d-4f71-874b-8df5525e7fd8,easy
ecb642a6-a60f-4f66-8876-16e5f88f3e00,easy
08453c9c-6a58-4300-9e5b-76792a575b76,hard
2e5989a9-4f50-49c3-8ffa-8d04e6ca0006,easy
b01c84e2-8a2f-4e31-b32f-f360b3f6c4d5,hard
5faba8f0-42b4-4bc1-921c-7c650bb717a7,medium
802962cf-657b-4825-a149-5e0f2d75993c,easy
9eefe39d-29ef-4a68-834a-acf1285cf646,medium
4e765149-89b2-486b-b188-3338159275f0,easy
e1ee6c9f-741c-4639-bc75-d6c01209a842,easy
53b75b24-fc7e-46c5-9f13-9987c08ed02a,easy
26ee28d2-28eb-4f6f-8140-a9a6c59b22b7,easy
18905f6d-90cf-458e-a055-2c6ff3b106ed,easy
8cff3005-1241-425e-b901-f66cc2e66e12,easy
f0843034-d174-4196-87bc-594c9b9749cd,easy
42a62dc3-b071-4f42-96e3-dc54b2d746a2,easy
991ec850-8e7d-4d06-a34c-59ecec94e78d,easy
f7328e67-ba7a-45e2-b026-2452c7024acf,medium
885c9de3-2f31-4365-87b1-ae85f250ede2,easy
4e5f3e65-9d52-4d2b-be4e-68a942a27ea4,easy
3fc5359c-a0ce-4ee8-ae7e-e51731756c55,easy
fc5f94fd-e2a0-487f-844f-0531ae53ab49,easy
4e079f96-1810-4802-b57c-238561859436,easy
cf90db31-d77e-4ecd-a343-0ad471ac1422,easy
ab54d925-181d-4a36-9ef7-5e2c601458ce,easy
e6fcd4de-894c-4a4a-8eb8-9dc6b24d71ab,easy
9f90ee07-0f1d-40e4-99c7-16d16abf4c16,medium
ef002276-c10b-4f2a-8a74-dc21156f629c,easy
dc999257-5d01-4acd-a2a7-54fb58d92c05,easy
b5297708-48ff-416b-9eac-7896e0d9be86,easy
8b886eb7-f6c1-43fb-be44-bd12a8c9d1cb,hard
2c0c538e-305e-42ec-839f-644d6e6fc866,easy
aa744e57-f536-44e1-9448-8c847865c51d,hard
f5609168-770f-47b9-aa64-6e68375a10a5,easy
5884f4d7-cc4f-48a6-a2d6-7d9d15b29668,easy
ef943c03-fd69-4b3b-a7fe-76b7d9230fac,hard
a8184f0a-b37e-45a7-b15b-16cbfa95d135,easy
854c58aa-9d75-4c85-9a7d-2949b064e328,hard
0051e2c4-4baa-4916-8b84-b4b7992ce1f6,easy
9cb5c4ec-5e58-4301-91ca-f25e2018f212,easy
23754a0b-b193-4120-ad11-04ff5c2cc674,easy
ffc520f7-9090-4e89-9ba6-d418804a2ab5,easy
b156d9ba-7ee3-4401-b453-cc8468d7b2a4,easy
2886b2cb-36b5-408b-9d51-1ea31ac80203,easy
7e48760e-ceb5-443d-9aa6-bce5817c76e7,easy
225f26f7-32ea-40f9-be5f-08c4eec3193a,easy
a58e3e86-1744-4419-bd5a-3498f92f7a18,easy
4eedc319-812f-4fce-bb53-703ce1781ae5,easy
11a78081-3ae9-43a6-8817-a17f32c9833b,easy
