row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview,paper_id,section,current_primary_topic_id,apply_result,apply_detail
question,36adb921-429e-40fc-b788-0606c25b36e3,2022,1,"Write an essay on any one of the following topics in about 600 Words. (40 Marks) • “Peace cannot be kept by force, it can only be achieved b",non_ascii_suspect;no_primary_tag,flagged,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,English Descriptive,,skipped,no decision
question,579c0bef-c7e3-4d1e-b278-a5e600367279,2022,2,"Write a precis from the given paragraph in about 180 words. (30 Marks) As controversies swirl about funding, resources, motives and methods ",non_ascii_suspect;no_primary_tag,flagged,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,English Descriptive,,skipped,no decision
question,7b05ca08-cba7-44b9-a1a4-1a654aa6abd5,2022,3,Read the following comprehension and answer the questions that follow (5X6 = 30 Marks) Financial derivatives are financial instruments that ,non_ascii_suspect;no_primary_tag,flagged,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,English Descriptive,,skipped,no decision
question,d3320121-9bad-40c6-9718-29b67e8db354,2022,4,"Despite spread of urbanization in villages, challenges such as race, caste, gender discrimination still persist. In this context, what are t",,spot_check,verified,primary tag replaced by operator SQL after this run,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,f7deb105-9d9d-49b6-a74a-d4f431e10c0c,difficulty;verified,
question,bd531f69-a76f-45d3-b4b9-adda3a73c2b7,2022,5,What is meant by economic reforms? Discuss the Economic reforms in India from 1990s till date.,,,verified,,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,9a64933c-c2fa-4db6-aed5-2b87f33c8202,difficulty;verified,
question,88258b85-d496-48af-a13f-4315b159d24c,2022,6,“Financial stability is essential to any financial institution/business.” Discuss in the light of financial stability report of RBI and econ,non_ascii_suspect,flagged,verified,,,hard,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,0893cd2f-eb6e-4259-ab1b-d5e7784f3de8,difficulty;verified,
question,faa1c5c1-0f09-4457-984d-56e010f44afd,2022,7,What are the challenges associated with rural entrepreneurship? How young enterprises can solve these problems?,,,verified,,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,13d98721-2736-444f-82db-ecb3bb0fdddc,difficulty;verified,
question,1bec3f57-7195-4dea-a6fd-74b909fa39a3,2022,8,Write a short note on current monetary policy framework in India,,,verified,,,easy,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,d5110ca8-291e-4287-a8ff-2cd5093ce271,difficulty;verified,
question,f130450d-172a-4146-8627-9e624103b3a6,2022,9,What is NBFC? How is it different from banks? What are the five types of NBFCs registered with RBI?,,spot_check,verified,,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,e8fccc09-a2c9-4076-a001-ad1c2378a23f,difficulty;verified,
question,70eb87f0-2f2a-43e0-80ab-b8faa79bf685,2022,10,What is communication? What are the common barriers to interpersonal communication in an organization? How can these barriers be reduced by ,,,verified,primary tag replaced by operator SQL after this run,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,ac3da1f3-1a00-4666-ba67-1e02a8eb32f1,difficulty;verified,
question,f7b5020a-01e9-4ded-999c-aa40402f8158,2022,11,Why is change resisted in an organization? What can the management do to overcome it?,,,verified,primary tag replaced by operator SQL after this run,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,c3f45149-5b60-442a-a1de-917f2d39dfb6,difficulty;verified,
question,64ba76e2-5065-4c43-bec0-76e9119a5270,2022,12,"What do you understand by blockchain technology. In the current era, where blockchain is at its peak, will it disrupt banking?",,,verified,primary tag replaced by operator SQL after this run,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,84bc7a94-9656-46c9-9de1-fd3340e27473,difficulty;verified,
question,09fd1c62-bce0-421a-8b4d-3bfc2441af8c,2022,13,What is targeted long-term repo operations (TLTRO)?,,,verified,,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,bad0e283-9954-4173-82e8-29efa9aa37a5,difficulty;verified,
question,e7258bd9-9857-4249-93d3-0329d10654ee,2022,14,Describe India’s response to the Global Financial Crisis 2008.,non_ascii_suspect,flagged,verified,primary tag replaced by operator SQL after this run,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,f7274ac4-dc47-482f-86f6-495e4bc87cae,difficulty;verified,
question,9b878d79-6d04-48c8-b452-86f409f0b8eb,2022,15,What is the importance of ethical behaviour in society and throw some light on the manager’s role in encouraging ethical behaviour in an org,non_ascii_suspect,flagged,verified,,,medium,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,cd4fb6ad-ad93-464a-a936-40a8e9427b07,difficulty;verified,
question,c3c1fdd4-843c-44b2-a6de-028745cfdacc,2022,301,"“Peace cannot be kept by force, it can only be achieved by understanding” – Elaborate.",non_ascii_suspect;no_primary_tag,flagged,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,English Descriptive,,skipped,no decision
question,5c937efe-7538-43c6-88cc-6714dbfbc194,2022,302,Role of female entrepreneurs in India,no_primary_tag,flagged,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,English Descriptive,,skipped,no decision
question,a3549059-ddf2-4ff5-88f9-3f547a413abd,2022,303,Advantages and disadvantages of renewable energy. How the OSOWOG initiative will help in eliminating these disadvantages.,no_primary_tag,flagged,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,English Descriptive,,skipped,no decision
question,479ce089-e136-4e34-a1d2-080a4c1f6ee5,2022,304,India has become a medical destination for the world.,no_primary_tag,flagged,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,English Descriptive,,skipped,no decision
tag,69da2460-8400-485a-90a7-23bd5da42a24,2022,0893cd2f-eb6e-4259-ab1b-d5e7784f3de8,Financial stability assessment and reporting,,,verified,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,,verified,
tag,4d9a7f84-da10-49b7-acb3-560750d1fcb3,2022,13d98721-2736-444f-82db-ecb3bb0fdddc,Rural entrepreneurship and business incubation,,,verified,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,,verified,
tag,18e52102-1561-4ee9-9d99-f18a9d8cb22f,2022,84bc7a94-9656-46c9-9de1-fd3340e27473,"CBDC, stablecoins and crypto policy",,,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,,skipped,no decision
tag,9958ad46-6251-4b69-9963-7e90376e71e9,2022,9a64933c-c2fa-4db6-aed5-2b87f33c8202,Economic reforms of 1991 and liberalisation,,,verified,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Economic & Social Issues - Descriptive,,verified,
tag,7e28a483-4247-4056-a316-a87df8bce602,2022,ac3da1f3-1a00-4666-ba67-1e02a8eb32f1,Psychological barriers,,,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,,skipped,no decision
tag,8b14de37-779e-4b32-a5c4-1a79d2a5f5fb,2022,bad0e283-9954-4173-82e8-29efa9aa37a5,"Monetary policy operations — SDF, VRRR, LAF",,,verified,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,,verified,
tag,e8780a90-0b02-4bc1-8b37-e4feb94d81f9,2022,c3f45149-5b60-442a-a1de-917f2d39dfb6,Process improvement approaches,,,,,,,,4f15f17d-542b-421e-81d0-b6280ea7c67b,Finance & Management - Descriptive,,skipped,no decision
