row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview,paper_id,section,current_primary_topic_id,apply_result,apply_detail
question,f0a1657f-8b43-4516-b752-a1f68b6778ce,2025,1,"Discuss how the Capital market is seen as the growth engine of India. Also, list the steps taken by SEBI for the Capital markets.",,spot_check,verified,,,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management - Descriptive,6543f906-3a5b-4e9d-9672-3628cc7a032c,difficulty;verified,
question,2bcf7fec-4f7b-43e1-8ff5-8207795baec4,2025,2,Why do employees resist organisational change? What is the systematic approach for bringing organisational change?,,,verified,primary tag replaced by operator SQL after this run,,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management - Descriptive,c3f45149-5b60-442a-a1de-917f2d39dfb6,difficulty;verified,
question,1e9057ff-304c-4ebe-89f0-4aea74afca08,2025,3,"What is the advantage of Non-Verbal communication in an organisation? List its usage for leadership, work culture and collaboration.",,,verified,,,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management - Descriptive,f99a5f86-7b21-4036-8de3-2c5f633fff73,difficulty;verified,
question,e7ad5c68-33ec-41f5-9a8a-7475ed6f25e7,2025,4,Define various concepts related to the Union Budget. Explain how monetary and fiscal policy is used to balance between Growth and inflation ,,spot_check,verified,,,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management - Descriptive,fa731497-39a6-49f8-b3ff-e0f3bb19cb96,difficulty;verified,
question,8a3734d7-2600-4d5c-8ab8-29e755554a47,2025,5,Explain the role of the RBI in the supervision and regulation of financial markets.,,,verified,,,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management - Descriptive,7e1e6fc8-4e40-4e18-bfb7-660c80143603,difficulty;verified,
question,613b8cfd-b915-4358-bea1-a985feb70a79,2025,6,State the risks and challenges associated with use of AI - it's new dimensions and Ethical standards with respect to the financial system.,,,verified,,,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management - Descriptive,1d690f05-756d-4389-b40d-5bca2d050fdd,difficulty;verified,
question,428cc00d-5dae-4886-b762-a78b6b187404,2025,7,"To address the need for a long-term capital provider with a comprehensive, cross-sectoral mandate, unlike the niche-focused mandates of othe",suspicious_repeat_char;no_primary_tag,flagged,verified,,7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,a4fd87e7-49ef-46bc-a485-d36d0f76604a,2025,8,"To address the need for a long-term capital provider with a comprehensive, cross-sectoral mandate, unlike the niche-focused mandates of othe",suspicious_repeat_char;no_primary_tag,flagged,verified,,7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,341a6e07-7991-418c-bb4c-b0d797d6ba56,2025,9,"__________ is a screen-based, electronic, anonymous order-matching system for secondary market trading in Government securities, owned and o",suspicious_repeat_char;no_primary_tag,flagged,verified,,ba164b72-afb0-458f-87f4-b413e45719e7,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,ed82d1fc-16c9-42fc-afd1-d4845a1779ff,2025,10,"__________ is a screen-based, electronic, anonymous order-matching system for secondary market trading in Government securities, owned and o",suspicious_repeat_char;no_primary_tag,flagged,verified,,ba164b72-afb0-458f-87f4-b413e45719e7,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,b47ec150-b1cc-4130-8984-6d45e33fc72a,2025,11,Infrastructure Investment Trusts (InvITs) are investment vehicles designed to facilitate investment in infrastructure assets through a trust,non_ascii_suspect;suspicious_repeat_char;no_primary_tag,flagged,verified,,53bf1e3b-881b-44cd-9dc7-f385d16ae13c,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,c607909a-a27a-4ec0-991c-3d28c6ce55f7,2025,12,Infrastructure Investment Trusts (InvITs) are investment vehicles designed to facilitate investment in infrastructure assets through a trust,non_ascii_suspect;suspicious_repeat_char;no_primary_tag,flagged,verified,,53bf1e3b-881b-44cd-9dc7-f385d16ae13c,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,b5d2bd95-ebb0-4628-bfa8-54f7c9477ba6,2025,13,"Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales What is the Gross Pro",no_primary_tag,flagged,verified,,9044d257-b50a-4e24-8ef1-f69b59b78a91,hard,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,aa2a485b-0462-499a-b894-1f1176268ae3,2025,14,"Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales Based on the above in",no_primary_tag,flagged,verified,,9044d257-b50a-4e24-8ef1-f69b59b78a91,hard,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,7c8e3378-5f94-4de3-bb96-7f4f56820912,2025,15,"Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales Based on the above in",no_primary_tag,flagged,verified,,9044d257-b50a-4e24-8ef1-f69b59b78a91,hard,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,adcad044-c53f-4817-9360-7360a58215ab,2025,16,"In a large financial institution, several top-level managers gradually began engaging in unethical practices, such as favouring certain clie",non_ascii_suspect;no_primary_tag,flagged,verified,,cd4fb6ad-ad93-464a-a936-40a8e9427b07,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,43c6bf3c-4d30-4b9f-903b-d4891a9356c0,2025,17,"In a large financial institution, several top-level managers gradually began engaging in unethical practices, such as favouring certain clie",non_ascii_suspect;no_primary_tag,flagged,verified,,cd4fb6ad-ad93-464a-a936-40a8e9427b07,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,249bfc42-9a95-4f4d-bd40-0d8752e68793,2025,18,A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted de,non_ascii_suspect;no_primary_tag,flagged,verified,,13785b33-e6ef-4cb5-839e-94394ed1ff49,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,3915d4b9-3492-47df-af9c-8a76f285608e,2025,19,A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted de,non_ascii_suspect;no_primary_tag,flagged,verified,,13785b33-e6ef-4cb5-839e-94394ed1ff49,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,94dc7bd6-3e10-4bec-abe6-de1401dbc5ba,2025,20,A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted de,non_ascii_suspect;no_primary_tag,flagged,verified,,13785b33-e6ef-4cb5-839e-94394ed1ff49,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,b1f3ba56-2124-45f8-b04a-ab8647d73b40,2025,21,"The Government of India initiated a comprehensive reform process in the financial system during 1992–93, following the recommendations of th",non_ascii_suspect;no_primary_tag,flagged,verified,,9a64933c-c2fa-4db6-aed5-2b87f33c8202,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
question,1e0491d8-d090-4143-83b6-6a933bbce658,2025,22,"The Government of India initiated a comprehensive reform process in the financial system during 1992–93, following the recommendations of th",non_ascii_suspect;suspicious_repeat_char;no_primary_tag,flagged,verified,,9a64933c-c2fa-4db6-aed5-2b87f33c8202,medium,,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,Finance & Management,,difficulty;tagged;verified,
