question_number,assign_topic_id,microtopic_name,confidence
1,1e6c07b8-b818-49ad-894e-9bdbdbed9080,Sustainable agriculture practices,ok
2,ca69ea82-a1ed-4dd3-a47e-d54de9ccc96f,Mineral and energy resources,ok
3,ace3fd37-5231-432d-87c4-5dde90a2be6b,Oceans: temperature and salinity,ok
4,8e834bd5-5d64-4d60-b105-14b2a0dce8cc,"Agricultural marketing, MSP and procurement",check
5,99998dde-a7ad-4cba-aea4-5149d5d7d140,In-situ conservation: parks and sanctuaries,ok
6,0cabc0e9-b5c9-42c3-8974-34134ec5bf8f,Physiography of India,ok
7,9ef945d6-6176-4099-94e8-8ca04fc4dbed,Early trade and urban centres,check
8,b9fd43a1-0e8c-48ca-907e-b20610c889ff,Environment Protection Act and pollution control bodies,check
9,87041523-91f5-4bee-ab8b-efd9c53fdae9,Atmospheric circulation and weather systems,ok
10,99998dde-a7ad-4cba-aea4-5149d5d7d140,In-situ conservation: parks and sanctuaries,ok
11,42380d00-29fa-4012-ab52-e75b7ca0a93f,Wildlife Protection Act,ok
12,9ef945d6-6176-4099-94e8-8ca04fc4dbed,Early trade and urban centres,ok
13,1e6c07b8-b818-49ad-894e-9bdbdbed9080,Sustainable agriculture practices,ok
14,db700d76-f035-44c5-ad88-5c7272ea41d5,Alternative and cleaner fuels,ok
15,741b1b26-bb16-4931-96bb-2459aa06a661,Carbon markets and climate metrics,ok
16,913b826e-eebe-412a-a39e-4b6766e14a0b,Land resources and agriculture,ok
17,913b826e-eebe-412a-a39e-4b6766e14a0b,Land resources and agriculture,ok
18,75ca9347-8351-48c9-ad9a-237adcdd675e,Renewable energy,ok
19,913b826e-eebe-412a-a39e-4b6766e14a0b,Land resources and agriculture,check
20,1e6c07b8-b818-49ad-894e-9bdbdbed9080,Sustainable agriculture practices,ok
21,5cd4d5a6-5d34-47e7-8f8d-f465541a446f,Buddhism,check
22,90933549-63ac-42c3-907b-4642292ebe14,Indian fauna and endemic species,ok
