question_number,assign_topic_id,microtopic_name,confidence
1,e468d421-7bcb-4a30-96f3-3ee9be1d69f3,"Lakes, waterfalls and inland water bodies",ok
2,5a8bc4f5-ab1e-4cf1-9ae4-280d9f161b07,Ports and inland waterways,ok
3,9b419dbd-411b-464c-9d3d-cc10e5845a20,Natural vegetation,check
4,913b826e-eebe-412a-a39e-4b6766e14a0b,Land resources and agriculture,ok
5,9a055491-035b-48ef-8f6c-987fc4c9f417,Geomorphic processes and landforms,check
6,ca69ea82-a1ed-4dd3-a47e-d54de9ccc96f,Mineral and energy resources,ok
7,58c3f676-0979-42f8-bd47-14f7ed00fb8b,World agricultural and mineral producers,ok
8,6b2ca3a8-9659-48cb-9006-9d984b6da076,World physical features and landmarks,ok
9,0cabc0e9-b5c9-42c3-8974-34134ec5bf8f,Physiography of India,ok
10,e3cf11b7-f0b6-4f01-9689-2a1fc1ec94f8,Transport and communication,ok
11,692609bc-f1b8-41d5-abb7-31db3a3ec72e,Nuclear energy technology,check
12,ef4941c2-a5b2-4a96-9b77-6888ec722344,World fauna and biogeography,ok
13,04b86c54-f0ac-4c2b-aba9-b16993a2f6dd,Alien species invasion,ok
14,fe6538f3-2110-4ae8-a43d-713659cb14b9,"Habitat, niche and adaptations",ok
15,fe6538f3-2110-4ae8-a43d-713659cb14b9,"Habitat, niche and adaptations",ok
16,59a26ffc-714a-49b3-8857-63d46e05d3ea,Microbes and biological classification,check
17,fe6538f3-2110-4ae8-a43d-713659cb14b9,"Habitat, niche and adaptations",ok
18,59a26ffc-714a-49b3-8857-63d46e05d3ea,Microbes and biological classification,ok
19,fe6538f3-2110-4ae8-a43d-713659cb14b9,"Habitat, niche and adaptations",ok
20,d56f6878-fbac-4791-bcc9-ca2474c1f64d,Ozone depletion and the Montreal Protocol,ok
21,64bfd004-4a03-4e2c-832f-e2277f58cede,Capital market instruments and bonds,check
22,f5ad1028-8843-46a9-a884-4b896581d7dc,Money and banking: RBI and monetary policy,ok
23,741b1b26-bb16-4931-96bb-2459aa06a661,Carbon markets and climate metrics,ok
24,3860384c-12b3-48de-9185-9a559938f36d,Liquidity instruments and open market operations,ok
