"question_id","question_number","section","assign_topic_id","proposed_topic_label","difficulty","decision","proposal_note"
"5ba16b08-3268-486f-8617-7aa1b1d8aa85","3","General Intelligence and Reasoning","01fd4d51-951b-4624-4a21-24ff77be30db","Mathematical operations - sign interchange","easy","","sign interchange; moved per migration 306"
"d4f74ce2-597c-4054-8daa-7a77ab23b411","4","General Intelligence and Reasoning","ebb5aad8-4088-4f4f-b2a9-0506b1a55072","Odd one out from a list","medium","","odd number pair"
"d39d6c24-d094-43d8-8c5b-c0a906ceb726","5","General Intelligence and Reasoning","ee63d21f-3ff5-4193-975f-7e6c04a59c89","Three or more statement syllogism","medium","","3 statements, 3 conclusions"
"8c587aa1-3ee5-4288-9ea1-a93c0bfff1fc","7","General Intelligence and Reasoning","ebb5aad8-4088-4f4f-b2a9-0506b1a55072","Odd one out from a list","medium","","letter clusters"
"96ce3c6e-4093-4b82-8f68-c91fc4a91dbe","8","General Intelligence and Reasoning","7d5a08c1-a3ac-4337-8f3e-28b5762b1857","Alphabet series","medium","","fill blanks"
"0784ac7c-feb5-4a40-b3f3-67a8bc5698a0","9","General Intelligence and Reasoning","01fd4d51-951b-4624-4a21-24ff77be30db","Mathematical operations - sign interchange","easy","","sign interchange; moved per migration 306"
"5c6a0e7b-b4d4-48b4-90aa-86615a2effc6","10","General Intelligence and Reasoning","258d7491-2b80-469d-84c9-6f9ee74b1e4d","Coded blood relation","medium","","symbol chain"
"9161bb93-58a1-4628-9dc8-0f15950d08a4","11","General Intelligence and Reasoning","a4dddc0f-e194-4eb6-bfc6-078240c8d4f0","Number and digit coding","medium","","letter position coding"
"db11c616-3653-4396-83db-b9da8912b5d3","15","General Intelligence and Reasoning","eec9932e-256a-18d5-0dab-59a425f911a1","Number series","medium","","12,25,49,?,197,395; needs Number series leaf; filled from migration 306"
"77a27292-5c02-4c36-b68a-4618ed9469db","16","General Intelligence and Reasoning","479587ab-2cef-4046-9da4-c0ca924e8ef6","Word formation from given letters","medium","","reorder then count gap"
"c4a54846-0cf1-4cc5-88b1-6d5557fafc73","18","General Intelligence and Reasoning","e380c325-7879-4dca-9efc-a587a9499da0","Number and letter analogy","medium","","letter-cluster analogy"
"9c025ce6-1f16-4ec6-bec8-d252057a6b85","19","General Intelligence and Reasoning","951e2be1-ea05-4684-8264-3f38ccf9bf97","Word and meaning analogy","medium","","word pair"
"f626a157-e6e9-4d2d-970b-1487abdc8ca1","20","General Intelligence and Reasoning","e380c325-7879-4dca-9efc-a587a9499da0","Number and letter analogy","medium","","number-pair relation"
