row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview
question,92557257-eb04-4286-8138-199c57f74513,2020,600,Write a geographical note on Halloween storm.,no_primary_tag,flagged,,,43ec1288-2cc4-4571-a331-b939e759d904,,
question,80020e31-69d3-4e23-9254-4b5b7f88df07,2020,601,Why is mapping important for analyzing geo-hydrological investigations? Explain with relevant examples.,no_primary_tag,flagged,,,ca2ec84e-dfb5-4b7d-8c6f-feb1d9cc6a6a,,
question,92730423-3fe1-4fea-851d-b365d4845551,2020,602,Marine resources are economically very significant. Discuss citing suitable examples.,no_primary_tag,flagged,,,b9900b37-1900-4ee5-8b6d-fb20fc958ebc,,
question,d66bd5bd-0734-46c2-89f8-4000e93fabeb,2020,603,Which factors influence the growth of wild plants in India? Discuss their economic significance.,no_primary_tag,flagged,,,e3e9cd68-6779-43c8-b711-be2677716b6b,,
question,55c53614-c3d9-436c-b5b4-8cd093e8b0c0,2020,604,Discuss the problems associated with the living environment in million-plus cities in India. How can these be managed?,no_primary_tag,flagged,,,18964473-f458-42c2-8e50-421938c51c72,,
question,4c6a7b5d-b356-4725-a451-6c75b74342fe,2020,605,Write an essay on the evolution of continents and oceans using various theories and models.,no_primary_tag,flagged,,,c5298761-3063-4a5d-89c6-2bc0c3e80207,,
question,d4d2a503-b53f-4161-95ca-c6c8df557d5c,2020,606,"Discuss the concept of coral bleaching, its recovery and microalgal regime shifts due to this process.",no_primary_tag,flagged,,,9ed31b59-8fd7-44a7-9d40-6ad03a2c4031,,
question,975e1e11-c7bd-45f0-a30b-317e0b42859d,2020,607,Explain the currents of the North Atlantic ocean and their significant role in the climate of western Europe.,no_primary_tag,flagged,,,05fd14f7-8eb4-4e50-9dc7-2705d8767af9,,
question,2c29b6f6-b45d-4144-8f58-64308ce6944d,2020,608,Explain how various factors influence the origin and development of the Indian monsoon system.,no_primary_tag,flagged,,,5acc249d-90d5-492c-9e19-08c6ce4e2bbe,,
question,82523e94-3835-44c6-b77b-1219107ec237,2020,609,Explain the effects and causes of deforestation and its impact on the pattern of agriculture in India.,no_primary_tag,flagged,,,7b239a8f-667d-4f4e-9416-0b314da0ce09,,
question,0ae0691f-9246-4be4-8056-05e4f3f49b32,2020,610,Explain the characteristic features of frontogenesis and frontolysis.,no_primary_tag,flagged,,,228786df-6eb9-4bd9-b4fd-8f3569cbb2bc,,
question,59b2a340-7312-4e0b-90f4-272983a7d614,2020,611,Discuss the problems of erosional surfaces and explain the different methods to identify them with suitable diagrams.,no_primary_tag,flagged,,,ad9fce43-9333-406a-a94b-d1a550cb2e25,,
