row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview
question,a8346454-9327-4973-82df-1245ac70004e,2013,100,"""Personal is political""",no_primary_tag,flagged,verified,,,,
question,dec80566-580b-4fd8-b5af-b005b324b337,2013,101,"""Original position""",no_primary_tag,flagged,verified,,,,
question,1189dde7-9c4a-4a5b-a380-a6ba917404bb,2013,102,"""Covenants without swords are but words, and of no strength to secure a man at all.""",no_primary_tag,flagged,verified,,,,
question,91b1d7cf-b58d-4cd7-817c-3b216f175b91,2013,103,"Sri Aurobindo's ""idea of freedom""",no_primary_tag,flagged,verified,,,,
question,834088a3-d6a3-4cb8-8886-bdd98d3b8195,2013,104,Sri Ahmed Khan as modernizer.,no_primary_tag,flagged,verified,,,,
question,d3fcf376-4613-4221-b81b-6b4fd6abac35,2013,105,Discuss the communitarian critique of liberalism.,no_primary_tag,flagged,verified,,,,
question,5bfcab54-87e4-4de3-8522-5c2aa71db4f4,2013,106,Examine Ambedkar's critique of Marxism.,no_primary_tag,flagged,verified,,,,
question,2d43e9d2-24c1-4083-96e0-2eff8fb9e696,2013,107,"Explain, as per Gramsci, the distinction between hegemony and domination.",no_primary_tag,flagged,verified,,,,
question,8c1f57d7-3e4e-4348-b6c1-7268c5c64f49,2013,108,Analyze the relationship between natural rights and human rights.,no_primary_tag,flagged,verified,,,,
question,86e99342-b5e9-4699-baaa-3c5285b31254,2013,109,Examine the significance of Dharma in Ancient Indian political thought.,no_primary_tag,flagged,verified,,,,
question,82851ff9-c40d-41bc-9ab9-a571caa4de1d,2013,110,Discuss in what sense Max's understanding of state can be considered as materialistic.,no_primary_tag,flagged,verified,,,,
question,a2ecc209-4a87-4abd-84c6-2f479a848432,2013,111,Explain Berlin's notion of value pluralism.,no_primary_tag,flagged,verified,,,,
question,bb2a0b0a-84e0-4824-b4cc-b36942a9cc1a,2013,112,"Analyse,as per Kautilya,the Saptanga theory of the state.",no_primary_tag,flagged,verified,,,,
question,4afa7385-4fc6-465e-90e7-35e2e0927ef6,2013,113,Comment on the Assertion of Laslett that Filmer and not Hobbes was the main antagonist of Locke.,no_primary_tag,flagged,verified,,,,
question,494bd29a-0e96-41c7-bbdf-e94046b5f5cb,2013,114,Marxist understanding of India's freedom movement.,no_primary_tag,flagged,verified,,,,
question,92c64941-f7c5-410d-b467-0965fc3f9b16,2013,115,Significance of the Preamble.,no_primary_tag,flagged,verified,,,,
question,7770a07c-2212-4aeb-a90e-57701e65162d,2013,116,Decline of Indian Parliament.,no_primary_tag,flagged,verified,,,,
question,5443cf54-3935-4005-8833-68d2317acd9a,2013,117,Gandhian perspective of development and its contemporary relevance.,no_primary_tag,flagged,verified,,,,
question,93399b56-4db2-4ec5-98ef-9f1781fc7233,2013,118,Compare and contrast Chipko Movement with Narmada Bachao Andolan.,no_primary_tag,flagged,verified,,,,
question,a1816d23-52bf-4a96-a9ba-2ce502c3d05f,2013,119,Explain the phenomenon of ethnic politics in India in recent times.,no_primary_tag,flagged,verified,,,,
question,483033f4-9e5d-4fbe-9a64-a0bfcb94ee09,2013,120,Analyse the significance of Article 32 of the Indian Constitution.,no_primary_tag,flagged,verified,,,,
question,b1160922-14c3-4d50-8dee-615cd8a7ddcd,2013,121,Examine the role of Supreme Court as the final interpreter of the Indian Constitution.,no_primary_tag,flagged,verified,,,,
question,8d557cfe-344e-4cd3-ba91-b5e126438370,2013,122,"""Cooperative federalism produces a strong central, or general government, yet it does not necessarily result in weak provincial governments ",no_primary_tag,flagged,verified,,,,
question,2b927e4c-5af2-4043-991b-284c1f5d1470,2013,123,"Explain to what extent the concept of ""one-party dominance""(W.H.Morris-Jones)model is relevant in Indian policy today. 20m.",no_primary_tag,flagged,verified,,,,
question,245d90bb-d14f-4563-89a2-4cd4ea0d8dcb,2013,124,Analyze the position of the Prime Minister of India in a coalition regime. 20m.,no_primary_tag,flagged,verified,,,,
question,a4168590-6f9d-4548-98b9-3b1399286a02,2013,125,Examine the significance of the verdicts of the Supreme Court in the Golaknath and Keshavananda Bharati cases for an understanding of the sc,no_primary_tag,flagged,verified,,,,
question,aec5a0e8-ed0c-4f34-8ff0-6b1e85fc4f4f,2013,126,"Point out and comment on the historic importance of the document ""Towards Equality(1974),for women's movement in India.""",no_primary_tag,flagged,verified,,,,
question,61dedea8-fd9c-47a4-a3f6-961f2f43ef1e,2013,127,Examine the changing structure of Panchayati Raj instituions with special reference to the 73rd Constituiton Amendment Act.,no_primary_tag,flagged,verified,,,,
question,0333b204-17ac-4a86-97b8-847cbddc4daa,2014,100,""" … political theory is not an escape mechanism but an arduous calling."" (John Plamanetz).",non_ascii_suspect;no_primary_tag,flagged,,,,,
question,3a90fd74-f93a-4420-9c09-1e78cd7c3f7e,2014,101,"""All silencing of discussion is an assumption of infallibility."" (J. S. Mill).",no_primary_tag,flagged,verified,,,,
question,07a5f9a0-4d53-4ee0-87ab-e08888c97c50,2014,102,"""Nationalism is not a mere political programme but a way of life like religion."" (Aurobindo Ghose).",no_primary_tag,flagged,verified,,,,
question,fd3468aa-fcb7-4f59-b022-51dea6311936,2014,103,"""India has thrown up a form of judicial democracy that has no parallel anywhere else, and has nurtured a kind of civil society that is uniqu",no_primary_tag,flagged,verified,,,,
question,0fadd646-203c-46d8-a51e-f36eb4474b2e,2014,104,"""Power is never the property of an individual; it belongs to a group and remains in existence only so long as the group keeps together."" (Ha",no_primary_tag,flagged,verified,,,,
question,1e6a41d5-c5ec-408a-a635-3c4a64c3ea2e,2014,105,Comment on the view that socialism in the 21st century may be reborn as anti-capitalism.,no_primary_tag,flagged,verified,,,,
question,14a6886c-878c-4123-83c4-2538660a536b,2014,106,Examine the conditions that are required for the maintenance of legitimacy in modern societies.,no_primary_tag,flagged,verified,,,,
question,4e642c37-1e42-4a8a-a467-397d87f988f9,2014,107,Evaluate the contributions of Buddhist tradition to Indian political thought.,no_primary_tag,flagged,verified,,,,
question,20b158c9-2f35-4c49-9702-7a72e0d938ba,2014,108,Explicate the conception of justice in the critiques of communitarian theorists.,no_primary_tag,flagged,verified,,,,
question,fb64b1d9-0e07-4068-bc53-dbebce208ae1,2014,109,Examine the conception of the State in the ideologies of Fascism and Marxism.,no_primary_tag,flagged,verified,,,,
question,10ee5985-f22a-47ef-b6ee-50808fe163ba,2014,110,How is liberty a precondition for equality? Explicate the relationship between equality and liberty.,no_primary_tag,flagged,verified,,,,
question,cab24928-d47f-4f24-8ddd-62e1a385a1ef,2014,111,Explain how Machiavelli's application of empirical method to human affairs marks an important stage in the evolution of political science.,no_primary_tag,flagged,verified,,,,
question,c913f253-9723-4b1c-9c0f-e6db029bd50f,2014,112,Central to Aristotle's political thought is his classification of the different types of political constitutions in the Politics. Evaluate.,no_primary_tag,flagged,verified,,,,
question,79ce7033-9507-4589-b304-4ff51d753b04,2014,113,Explicate the features of deliberative democracy.,no_primary_tag,flagged,verified,,,,
question,ae61b10e-0f9a-4d70-a237-c8c0a596b04b,2014,114,The dilemmas of the human rights movements in India.,no_primary_tag,flagged,verified,,,,
question,59f55f3c-63df-4072-b62c-28288ad1c52e,2014,115,Relation between ethnicity and democracy in India.,no_primary_tag,flagged,verified,,,,
question,0c41fbab-ddcc-4d27-8b51-387412d9ce6d,2014,116,Increasingly higher focus on Directive Principles of State Policy.,no_primary_tag,flagged,verified,,,,
question,62139679-55ca-42fa-921e-c88734652cd1,2014,117,Marginalization of the left ideology in India.,no_primary_tag,flagged,verified,,,,
question,1272d708-1bad-4ba3-a623-5f622af9ce21,2014,118,The role of the Comptroller and Auditor General of India in promoting good governance.,no_primary_tag,flagged,verified,,,,
question,ee9de646-7eb5-4074-86ce-58f0c96bedeb,2014,119,Discuss the working of the National Commission for Scheduled Castes to curb violence against Dalits.,no_primary_tag,flagged,verified,,,,
question,81c97f8f-fc4a-446e-a5ac-aa5e1da0594e,2014,120,Examine the scope and limitations of women's movements in India.,no_primary_tag,flagged,verified,,,,
question,1fecfb21-75ff-42b3-81fa-2a60e527793e,2014,121,Explain how peasant movements promoted nationalist ideas during the struggle for Indian independence.,no_primary_tag,flagged,verified,,,,
question,3446e2b1-a7e4-4b5b-8edd-9f0d4520dded,2014,122,Discuss the nature of reforms of the electoral process in India and explain the further scope for reforms.,no_primary_tag,flagged,verified,,,,
question,020a874b-9ab3-4b19-b5f1-42637d1cde19,2014,123,Examine the debates on the appointment procedure of judges to the higher judiciary in India.,no_primary_tag,flagged,verified,,,,
question,fe641925-a2ff-4e08-b426-d8f070ea642d,2014,124,Explain how the participation of women impacted the functioning of rural local bodies in India.,no_primary_tag,flagged,verified,,,,
