ref,topic_id,topic
SOCIO-P2-2010-T003,0f16fdd4-9fd1-4bf7-a0ac-ffa02f9061de,Marxist sociology and A. R. Desai
SOCIO-P2-2010-T004,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-2010-T005,24c172a7-3073-4ad4-b5ba-7fe9afe08e7b,Structural functionalism and M. N. Srinivas
SOCIO-P2-2009-T006,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-2009-T007,24c172a7-3073-4ad4-b5ba-7fe9afe08e7b,Structural functionalism and M. N. Srinivas
SOCIO-P2-2009-T010,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-2008-T005,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-2008-T007,0f16fdd4-9fd1-4bf7-a0ac-ffa02f9061de,Marxist sociology and A. R. Desai
SOCIO-P2-2006-T006,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-2002-T007,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-2002-T008,086d863a-64ea-4c6b-8e9e-fd46884e8adf,"Ethnic conflicts, communalism and religious revivalism"
SOCIO-P2-2001-T005,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-2000-T007,1d18a497-9ae9-480e-87cd-5ca1c17b8686,Religious communities in India
SOCIO-P2-1998-T007,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-1997-T006,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-1996-T006,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-1995-T006,24c172a7-3073-4ad4-b5ba-7fe9afe08e7b,Structural functionalism and M. N. Srinivas
SOCIO-P2-1993-T008,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-1993-T009,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-1992-T010,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-1992-T011,b292a69d-d4bd-42f2-8d29-0353fb4dd410,Ethnicity and identity movements
SOCIO-P2-1990-T007,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-1990-T009,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-1989-T010,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-1988-T008,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-1987-T006,bd42a6e4-92f2-467e-b613-f5834adcdf17,Social reforms under colonial rule
SOCIO-P2-1986-T006,1d18a497-9ae9-480e-87cd-5ca1c17b8686,Religious communities in India
SOCIO-P2-1986-T007,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-2010-T014,1757f0f1-1716-4370-98d7-8dde8cafc9ea,"Perspectives on caste: G. S. Ghurye, M. N. Srinivas, Louis Dumont, Andre Beteille"
SOCIO-P2-2010-T017,c164a01d-1bba-43ae-acd3-2b1438a2bf23,Untouchability: forms and perspectives
SOCIO-P2-2010-T019,fc9e8294-107b-423f-aa48-8110dbc9b9a4,Caste conflicts
SOCIO-P2-2009-T018,1757f0f1-1716-4370-98d7-8dde8cafc9ea,"Perspectives on caste: G. S. Ghurye, M. N. Srinivas, Louis Dumont, Andre Beteille"
SOCIO-P2-2008-T012,1757f0f1-1716-4370-98d7-8dde8cafc9ea,"Perspectives on caste: G. S. Ghurye, M. N. Srinivas, Louis Dumont, Andre Beteille"
SOCIO-P2-2006-T010,89481f77-7748-45ad-8303-8f2b3d6da05a,Backward classes and Dalit movements
SOCIO-P2-2005-T013,1757f0f1-1716-4370-98d7-8dde8cafc9ea,"Perspectives on caste: G. S. Ghurye, M. N. Srinivas, Louis Dumont, Andre Beteille"
SOCIO-P2-2004-T013,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-2004-T014,1d18a497-9ae9-480e-87cd-5ca1c17b8686,Religious communities in India
SOCIO-P2-2003-T011,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-2003-T012,1757f0f1-1716-4370-98d7-8dde8cafc9ea,"Perspectives on caste: G. S. Ghurye, M. N. Srinivas, Louis Dumont, Andre Beteille"
SOCIO-P2-2002-T012,1757f0f1-1716-4370-98d7-8dde8cafc9ea,"Perspectives on caste: G. S. Ghurye, M. N. Srinivas, Louis Dumont, Andre Beteille"
SOCIO-P2-2002-T013,89481f77-7748-45ad-8303-8f2b3d6da05a,Backward classes and Dalit movements
SOCIO-P2-2001-T013,a8e83773-c21a-4dc8-b315-18848d79ff3f,"Nation, democracy and citizenship in India"
SOCIO-P2-2000-T011,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-2000-T013,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1999-T012,f02e69a8-4a6f-4c91-911b-5642b88405f2,"Poverty, deprivation and inequalities"
SOCIO-P2-1998-T011,89481f77-7748-45ad-8303-8f2b3d6da05a,Backward classes and Dalit movements
SOCIO-P2-1998-T013,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1997-T011,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1996-T011,a8e83773-c21a-4dc8-b315-18848d79ff3f,"Nation, democracy and citizenship in India"
SOCIO-P2-1996-T013,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-1996-T015,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1995-T011,f02e69a8-4a6f-4c91-911b-5642b88405f2,"Poverty, deprivation and inequalities"
SOCIO-P2-1995-T013,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1994-T011,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1994-T013,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1991-T011,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1991-T012,7e58a1d1-e67a-491a-8faf-cc83d287f9bb,Regionalism and decentralization of power
SOCIO-P2-1991-T013,f02e69a8-4a6f-4c91-911b-5642b88405f2,"Poverty, deprivation and inequalities"
SOCIO-P2-1990-T010,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1990-T012,1b51323d-1bf1-425a-8f40-30a68c18defc,"Working class: structure, growth and class mobilization"
SOCIO-P2-1989-T015,2933ef51-ada2-4254-8916-b41d9c4bc427,Indology and G. S. Ghurye's approach to Indian society
SOCIO-P2-1989-T016,552a2aae-ebc3-4e42-bf9f-c9ae2f5fd887,Industrial class structure
SOCIO-P2-1988-T014,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1988-T015,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1987-T010,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1987-T011,fc9e8294-107b-423f-aa48-8110dbc9b9a4,Caste conflicts
SOCIO-P2-1986-T012,f1656823-9eb7-4c0b-aa92-673cf2998364,"Constitution, law and social change"
SOCIO-P2-1986-T013,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1985-T014,ccb25c24-bd1a-48e6-91dd-b1e35c73d807,Lineage and descent in India
SOCIO-P2-1985-T015,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
SOCIO-P2-1985-T016,e7a850b0-387b-494a-aa64-8342fcb4f4e5,Modernization of Indian tradition
SOCIO-P2-1984-T011,4ad296a9-f569-4f9b-b708-4a18aaa19f56,Features of the caste system
