ref,topic_id,topic
PSIR-P1-1991-T001,61e5927b-a065-4794-8b79-9c5e08d2bb96,Meaning and scope of political theory; its decline and resurgence
PSIR-P1-1991-T013,c56af32b-1b44-40d6-8b5a-e6862b2c11d6,"Normative, empirical and contemporary approaches to political theory"
PSIR-P1-1992-T012,8496c65b-b8b4-4875-932f-cc527b4228d8,Behaviouralism and post-behaviouralism in political enquiry
PSIR-P1-1993-T014,c56af32b-1b44-40d6-8b5a-e6862b2c11d6,"Normative, empirical and contemporary approaches to political theory"
PSIR-P1-1994-T013,61e5927b-a065-4794-8b79-9c5e08d2bb96,Meaning and scope of political theory; its decline and resurgence
PSIR-P1-1995-T010,c56af32b-1b44-40d6-8b5a-e6862b2c11d6,"Normative, empirical and contemporary approaches to political theory"
PSIR-P1-1995-T012,4ad7e119-2847-472c-a848-ca62176a0292,"Meaning and theories of rights: natural, legal and moral"
PSIR-P1-1996-T013,8496c65b-b8b4-4875-932f-cc527b4228d8,Behaviouralism and post-behaviouralism in political enquiry
PSIR-P1-1997-T014,c56af32b-1b44-40d6-8b5a-e6862b2c11d6,"Normative, empirical and contemporary approaches to political theory"
PSIR-P1-1998-T013,8496c65b-b8b4-4875-932f-cc527b4228d8,Behaviouralism and post-behaviouralism in political enquiry
PSIR-P1-1999-T016,c56af32b-1b44-40d6-8b5a-e6862b2c11d6,"Normative, empirical and contemporary approaches to political theory"
PSIR-P1-1999-T018,8496c65b-b8b4-4875-932f-cc527b4228d8,Behaviouralism and post-behaviouralism in political enquiry
PSIR-P1-2000-T014,8496c65b-b8b4-4875-932f-cc527b4228d8,Behaviouralism and post-behaviouralism in political enquiry
PSIR-P1-2001-T014,c56af32b-1b44-40d6-8b5a-e6862b2c11d6,"Normative, empirical and contemporary approaches to political theory"
PSIR-P1-2002-T014,c56af32b-1b44-40d6-8b5a-e6862b2c11d6,"Normative, empirical and contemporary approaches to political theory"
PSIR-P1-2008-T013,61e5927b-a065-4794-8b79-9c5e08d2bb96,Meaning and scope of political theory; its decline and resurgence
PSIR-P1-2009-T017,61e5927b-a065-4794-8b79-9c5e08d2bb96,Meaning and scope of political theory; its decline and resurgence
PSIR-P1-1993-T001,e13971f1-2151-401f-8fb8-d9895922d3ff,Pluralist theory of the state
PSIR-P1-1993-T008,e0dd2417-5f0d-4dde-95c8-33587a2f3f35,"Religion, communalism and secularism in Indian politics"
PSIR-P1-1994-T008,fa6737a3-dc6d-4fb1-a021-db19a435558a,Representative democracy and its critics
PSIR-P1-2000-T007,d1e8c523-1f7f-4ce9-9cc1-29f8d2d696f3,Liberal theory of the state
PSIR-P1-2001-T006,2a54fa11-a0ab-4651-a2fb-d95d9a2c18bc,Marxist theory of the state
PSIR-P1-2002-T007,d1e8c523-1f7f-4ce9-9cc1-29f8d2d696f3,Liberal theory of the state
PSIR-P1-2003-T009,0fafd1d1-07b2-4e54-bdd3-32a6e6db7472,Locke
PSIR-P1-2004-T010,e13971f1-2151-401f-8fb8-d9895922d3ff,Pluralist theory of the state
PSIR-P1-2005-T010,e13971f1-2151-401f-8fb8-d9895922d3ff,Pluralist theory of the state
PSIR-P1-2006-T013,d1e8c523-1f7f-4ce9-9cc1-29f8d2d696f3,Liberal theory of the state
PSIR-P1-2007-T011,2a54fa11-a0ab-4651-a2fb-d95d9a2c18bc,Marxist theory of the state
PSIR-P1-2007-T012,e13971f1-2151-401f-8fb8-d9895922d3ff,Pluralist theory of the state
PSIR-P1-2009-T014,06b21f27-f089-448c-b3e8-42b811e0090c,Post-colonial theory of the state
PSIR-P1-2010-T017,2a54fa11-a0ab-4651-a2fb-d95d9a2c18bc,Marxist theory of the state
PSIR-P1-2010-T018,06b21f27-f089-448c-b3e8-42b811e0090c,Post-colonial theory of the state
PSIR-P1-1994-T001,1b987677-c35c-4d77-a9e0-d108d486cb75,"Conceptions of justice: procedural, distributive and social"
PSIR-P1-1999-T002,1b987677-c35c-4d77-a9e0-d108d486cb75,"Conceptions of justice: procedural, distributive and social"
PSIR-P1-2000-T004,46445893-c61d-4ac4-90a7-2b2d430010cc,"Rawls's theory of justice: original position, veil of ignorance, difference principle"
PSIR-P1-2010-T002,46445893-c61d-4ac4-90a7-2b2d430010cc,"Rawls's theory of justice: original position, veil of ignorance, difference principle"
PSIR-P1-1994-T002,25c33d21-7017-4f7b-9314-cdace286fdea,Relationship between equality and freedom
PSIR-P1-1991-T002,25c33d21-7017-4f7b-9314-cdace286fdea,Relationship between equality and freedom
PSIR-P1-1992-T007,0fafd1d1-07b2-4e54-bdd3-32a6e6db7472,Locke
PSIR-P1-1992-T013,25c33d21-7017-4f7b-9314-cdace286fdea,Relationship between equality and freedom
PSIR-P1-2002-T001,4e62ea86-6c13-4783-8272-cae45b2d4ee7,Concept of Human Rights and its universality debate
PSIR-P1-2008-T001,4e62ea86-6c13-4783-8272-cae45b2d4ee7,Concept of Human Rights and its universality debate
PSIR-P1-2009-T002,4ad7e119-2847-472c-a848-ca62176a0292,"Meaning and theories of rights: natural, legal and moral"
PSIR-P1-2010-T003,4e62ea86-6c13-4783-8272-cae45b2d4ee7,Concept of Human Rights and its universality debate
PSIR-P1-1993-T002,c38274f1-0382-41e3-892a-2867b815714c,Classical theories of democracy
PSIR-P1-1995-T004,c38274f1-0382-41e3-892a-2867b815714c,Classical theories of democracy
PSIR-P1-1997-T004,c38274f1-0382-41e3-892a-2867b815714c,Classical theories of democracy
PSIR-P1-1997-T008,4ad7e119-2847-472c-a848-ca62176a0292,"Meaning and theories of rights: natural, legal and moral"
PSIR-P1-1997-T011,c38274f1-0382-41e3-892a-2867b815714c,Classical theories of democracy
PSIR-P1-2000-T011,dfb54203-7707-418c-8216-dde09157edbc,Contemporary theories of democracy
PSIR-P1-2001-T012,dfb54203-7707-418c-8216-dde09157edbc,Contemporary theories of democracy
PSIR-P1-2005-T008,dfb54203-7707-418c-8216-dde09157edbc,Contemporary theories of democracy
PSIR-P1-2006-T012,c38274f1-0382-41e3-892a-2867b815714c,Classical theories of democracy
PSIR-P1-2007-T009,c56af32b-1b44-40d6-8b5a-e6862b2c11d6,"Normative, empirical and contemporary approaches to political theory"
PSIR-P1-2009-T012,65f79c7a-73c3-43b0-8c2a-044fe160e711,Liberalism: classical and modern
PSIR-P1-2010-T012,dfb54203-7707-418c-8216-dde09157edbc,Contemporary theories of democracy
PSIR-P1-2010-T015,da6301db-e1a6-4067-818b-368fe8c29c24,Deliberative democracy
PSIR-P1-1996-T001,1f24ed95-2327-406e-8a4c-59ea091bc318,"Concept and dimensions of power; power, authority and influence"
PSIR-P1-2008-T002,1f24ed95-2327-406e-8a4c-59ea091bc318,"Concept and dimensions of power; power, authority and influence"
PSIR-P1-2010-T001,1f24ed95-2327-406e-8a4c-59ea091bc318,"Concept and dimensions of power; power, authority and influence"
PSIR-P1-1999-T001,cbee2fb5-40b9-4235-b882-55da6d996e46,National and regional political parties
PSIR-P1-2002-T003,1f24ed95-2327-406e-8a4c-59ea091bc318,"Concept and dimensions of power; power, authority and influence"
PSIR-P1-2003-T001,0f1febe8-8920-4087-80cd-89c4a365e204,Hannah Arendt
PSIR-P1-2004-T001,f4f71f9f-0947-413a-9d89-8c1226818197,Gramsci
PSIR-P1-2008-T003,bfcb366c-12f3-403c-a231-f50b067c62a6,Hegemony: Gramsci and its later uses
PSIR-P1-1991-T003,fc2291e6-8c27-418a-b1ee-0a49b37111b8,"Marxism: historical materialism, class and revolution"
PSIR-P1-1992-T008,65f79c7a-73c3-43b0-8c2a-044fe160e711,Liberalism: classical and modern
PSIR-P1-1995-T007,ba13fef0-b4aa-44a6-b48e-7f716150ac5b,"Socialism: utopian, democratic and revolutionary"
PSIR-P1-2001-T005,342c77d3-0d40-40d9-8ae9-c4335160dec8,"Ideology: meaning, function and the 'end of ideology' debate"
PSIR-P1-2005-T004,1b3f59be-515a-4ec1-b9ef-49f2c04cdac2,"Communitarian critiques of Rawls (Sandel, MacIntyre, Taylor, Walzer)"
PSIR-P1-2005-T005,fc2291e6-8c27-418a-b1ee-0a49b37111b8,"Marxism: historical materialism, class and revolution"
PSIR-P1-2008-T007,7cec9edb-466d-440b-8952-38b41106d271,Fascism
PSIR-P1-2009-T007,1b851a8d-78a3-4284-8cd1-1e0c801d39f6,"Feminism: liberal, socialist, radical and post-modern"
PSIR-P1-2009-T009,ba13fef0-b4aa-44a6-b48e-7f716150ac5b,"Socialism: utopian, democratic and revolutionary"
PSIR-P1-2010-T008,1b851a8d-78a3-4284-8cd1-1e0c801d39f6,"Feminism: liberal, socialist, radical and post-modern"
PSIR-P1-2010-T010,1b851a8d-78a3-4284-8cd1-1e0c801d39f6,"Feminism: liberal, socialist, radical and post-modern"
PSIR-P1-2003-T002,486f63ba-5e19-466d-b47e-0bf7988c95e5,Dharamshastra tradition
PSIR-P1-2004-T002,486f63ba-5e19-466d-b47e-0bf7988c95e5,Dharamshastra tradition
PSIR-P1-1993-T003,bf660492-6936-4f2e-81ab-98d2c0777266,Arthashastra and Kautilya's Saptanga theory of state
PSIR-P1-1994-T005,bf660492-6936-4f2e-81ab-98d2c0777266,Arthashastra and Kautilya's Saptanga theory of state
PSIR-P1-2003-T003,bf660492-6936-4f2e-81ab-98d2c0777266,Arthashastra and Kautilya's Saptanga theory of state
