ref,topic_id,topic
ANTH-P1-1982-T001,9716eecc-957a-4520-b1a1-77d10bda3b41,"Meaning, scope and development of Anthropology"
ANTH-P1-1982-T005,9716eecc-957a-4520-b1a1-77d10bda3b41,"Meaning, scope and development of Anthropology"
ANTH-P1-1983-T007,dcda72e4-1ea2-4c4e-95fc-0a5b51338b7e,"Classical evolutionism: Tylor, Morgan, Frazer"
ANTH-P1-1983-T014,9716eecc-957a-4520-b1a1-77d10bda3b41,"Meaning, scope and development of Anthropology"
ANTH-P1-1985-T013,a7d4abf6-e93c-4fc6-8641-29d66cf5e04e,"Relationship with medical sciences, earth sciences and the humanities"
ANTH-P1-1987-T009,fce62a1f-964e-4bb7-a6d5-89193f5c724d,Applied and action anthropology
ANTH-P1-1987-T013,4cd21739-1e5b-435b-a7d2-f0e19b48c75e,"Culture and personality: Benedict, Mead, Linton, Kardiner, Cora du Bois"
ANTH-P1-1989-T009,dcda72e4-1ea2-4c4e-95fc-0a5b51338b7e,"Classical evolutionism: Tylor, Morgan, Frazer"
ANTH-P1-1991-T008,4cd21739-1e5b-435b-a7d2-f0e19b48c75e,"Culture and personality: Benedict, Mead, Linton, Kardiner, Cora du Bois"
ANTH-P1-1993-T014,69c81931-ed3d-44a1-976b-57efd57f8fc3,"Technique, method and methodology distinguished"
ANTH-P1-1998-T010,69c81931-ed3d-44a1-976b-57efd57f8fc3,"Technique, method and methodology distinguished"
ANTH-P1-1981-T001,a7d4abf6-e93c-4fc6-8641-29d66cf5e04e,"Relationship with medical sciences, earth sciences and the humanities"
ANTH-P1-1982-T006,a7d4abf6-e93c-4fc6-8641-29d66cf5e04e,"Relationship with medical sciences, earth sciences and the humanities"
ANTH-P1-1983-T008,a8c32027-4800-4a91-9ff0-c4dea0a0f6bb,"Observation, interview, schedules and questionnaires"
ANTH-P1-1985-T007,4376e479-7f6c-421c-b0e0-71fb60c16b7d,"Relationship with the social, behavioural and life sciences"
ANTH-P1-1986-T007,a7d4abf6-e93c-4fc6-8641-29d66cf5e04e,"Relationship with medical sciences, earth sciences and the humanities"
ANTH-P1-1986-T012,4376e479-7f6c-421c-b0e0-71fb60c16b7d,"Relationship with the social, behavioural and life sciences"
ANTH-P1-1987-T014,9af27adb-5d99-4104-80bc-121baf03b5d9,Principles of prehistoric archaeology
ANTH-P1-1988-T015,4cd21739-1e5b-435b-a7d2-f0e19b48c75e,"Culture and personality: Benedict, Mead, Linton, Kardiner, Cora du Bois"
ANTH-P1-1989-T013,a7d4abf6-e93c-4fc6-8641-29d66cf5e04e,"Relationship with medical sciences, earth sciences and the humanities"
ANTH-P1-1999-T008,a7d4abf6-e93c-4fc6-8641-29d66cf5e04e,"Relationship with medical sciences, earth sciences and the humanities"
ANTH-P1-1982-T002,dcda72e4-1ea2-4c4e-95fc-0a5b51338b7e,"Classical evolutionism: Tylor, Morgan, Frazer"
ANTH-P1-1983-T004,c6a599e4-9a86-4724-be46-3c830afd52c8,Structuralism: Levi-Strauss and E. Leach
ANTH-P1-1985-T004,c6a599e4-9a86-4724-be46-3c830afd52c8,Structuralism: Levi-Strauss and E. Leach
ANTH-P1-1985-T008,dcda72e4-1ea2-4c4e-95fc-0a5b51338b7e,"Classical evolutionism: Tylor, Morgan, Frazer"
ANTH-P1-1985-T014,a8c32027-4800-4a91-9ff0-c4dea0a0f6bb,"Observation, interview, schedules and questionnaires"
ANTH-P1-1985-T016,9af7e0ec-c887-4451-90c2-35c487642acb,Biological Anthropology: scope and relevance
ANTH-P1-1988-T012,dcda72e4-1ea2-4c4e-95fc-0a5b51338b7e,"Classical evolutionism: Tylor, Morgan, Frazer"
ANTH-P1-1989-T010,4ff3f6bc-918f-4308-afa8-850f2062174d,Linguistic Anthropology: scope and relevance
ANTH-P1-1989-T014,9af7e0ec-c887-4451-90c2-35c487642acb,Biological Anthropology: scope and relevance
ANTH-P1-1990-T012,4ff3f6bc-918f-4308-afa8-850f2062174d,Linguistic Anthropology: scope and relevance
ANTH-P1-1990-T013,4cd21739-1e5b-435b-a7d2-f0e19b48c75e,"Culture and personality: Benedict, Mead, Linton, Kardiner, Cora du Bois"
ANTH-P1-1991-T014,9af7e0ec-c887-4451-90c2-35c487642acb,Biological Anthropology: scope and relevance
ANTH-P1-1991-T017,dcda72e4-1ea2-4c4e-95fc-0a5b51338b7e,"Classical evolutionism: Tylor, Morgan, Frazer"
ANTH-P1-1992-T015,f1565ecc-8744-4033-8b52-6537e7d5b977,Archaeological Anthropology: scope and relevance
ANTH-P1-1992-T017,fce62a1f-964e-4bb7-a6d5-89193f5c724d,Applied and action anthropology
ANTH-P1-1994-T017,7b10e1ce-0eaf-4854-a390-5d9b2abe6999,Social-cultural Anthropology: scope and relevance
ANTH-P1-1995-T017,fce62a1f-964e-4bb7-a6d5-89193f5c724d,Applied and action anthropology
ANTH-P1-1996-T016,acc2f17f-1b12-4db1-8d12-9e264a0f2491,Epidemiological anthropology: health and disease
ANTH-P1-1996-T017,f96f23a0-5f27-43d9-9d25-e988daffb42f,"Cognitive theories: Tyler, Conklin"
ANTH-P1-1999-T018,fce62a1f-964e-4bb7-a6d5-89193f5c724d,Applied and action anthropology
ANTH-P1-2002-T012,9af7e0ec-c887-4451-90c2-35c487642acb,Biological Anthropology: scope and relevance
ANTH-P1-2008-T011,9af7e0ec-c887-4451-90c2-35c487642acb,Biological Anthropology: scope and relevance
ANTH-P1-1981-T002,2f03172c-8e01-483c-8e62-c04dd8a8d01d,Biological and cultural factors in human evolution
ANTH-P1-1981-T020,2290024d-d715-4aac-b936-a2435f00927c,Synthetic theory of evolution
ANTH-P1-1982-T017,2f03172c-8e01-483c-8e62-c04dd8a8d01d,Biological and cultural factors in human evolution
ANTH-P1-1982-T020,2f03172c-8e01-483c-8e62-c04dd8a8d01d,Biological and cultural factors in human evolution
ANTH-P1-1983-T019,2f03172c-8e01-483c-8e62-c04dd8a8d01d,Biological and cultural factors in human evolution
ANTH-P1-1983-T020,a4280511-e2c7-4223-bb99-2379b2221e2b,"Mutation, isolation, migration, selection, inbreeding and genetic drift"
ANTH-P1-1983-T021,39c0198c-0d6f-4b2c-8596-c656e9f63f91,Darwinian and post-Darwinian theories of organic evolution
ANTH-P1-1984-T019,1ef2870d-159a-4929-a7e4-4158ded0dd2a,Pre-Darwinian theories of organic evolution
ANTH-P1-1984-T020,2290024d-d715-4aac-b936-a2435f00927c,Synthetic theory of evolution
ANTH-P1-1984-T021,2f03172c-8e01-483c-8e62-c04dd8a8d01d,Biological and cultural factors in human evolution
ANTH-P1-1985-T019,39c0198c-0d6f-4b2c-8596-c656e9f63f91,Darwinian and post-Darwinian theories of organic evolution
