ref,topic_id,topic
HIST-P1-1996-T001,bd0645c4-904a-4921-85ad-96101feb4515,Indigenous literary sources: primary and secondary
HIST-P1-2003-T001,71ac5d28-cf0e-4f4c-a81e-2da5d4caae19,Beginning of agriculture: Neolithic and Chalcolithic
HIST-P1-2006-T001,bd0645c4-904a-4921-85ad-96101feb4515,Indigenous literary sources: primary and secondary
HIST-P1-2007-T001,25a54856-41b1-428f-8a70-8e8ebc0d44d7,"Epigraphy, numismatics and monuments"
HIST-P1-2009-T001,4ca873bb-f22f-466a-beaf-b8ee29616eb0,"Foreign accounts: Greek, Chinese and Arab writers"
HIST-P1-2010-T004,3dfa13f5-ab67-490e-9ea6-babbdd65fb42,Condition of women; Indian science and technology
HIST-P1-2010-T001,5e8e7b0a-dbeb-4a27-abaf-cae4ee5db7d3,Archaeological sources: exploration and excavation
HIST-P1-1986-T001,526697fa-f0e4-4105-bcc3-3b4c2433d81f,Expansion of Aryans in India
HIST-P1-1988-T001,33cdbdd8-8be0-4805-9edd-386c231f44a5,"Decline, survival and significance"
HIST-P1-1991-T003,8bc87952-eb69-4b64-b8af-a83f3a2c07c0,Characteristics of the Indus Valley Civilization
HIST-P1-1993-T003,8bc87952-eb69-4b64-b8af-a83f3a2c07c0,Characteristics of the Indus Valley Civilization
HIST-P1-1994-T007,8bc87952-eb69-4b64-b8af-a83f3a2c07c0,Characteristics of the Indus Valley Civilization
HIST-P1-1996-T004,8bc87952-eb69-4b64-b8af-a83f3a2c07c0,Characteristics of the Indus Valley Civilization
HIST-P1-1997-T002,33cdbdd8-8be0-4805-9edd-386c231f44a5,"Decline, survival and significance"
HIST-P1-1999-T006,8bc87952-eb69-4b64-b8af-a83f3a2c07c0,Characteristics of the Indus Valley Civilization
HIST-P1-2002-T007,8bc87952-eb69-4b64-b8af-a83f3a2c07c0,Characteristics of the Indus Valley Civilization
HIST-P1-2008-T008,a0a8beda-9f7c-4373-932b-a73be11012e7,Distribution of pastoral and farming cultures outside the Indus
HIST-P1-1985-T001,526697fa-f0e4-4105-bcc3-3b4c2433d81f,Expansion of Aryans in India
