ref,topic_id,topic
PUBAD-P2-2010-T011,e3e84062-d6fe-4fe8-a97c-87b9804c857d,Kautilya's Arthashastra
PUBAD-P2-2009-T009,e3e84062-d6fe-4fe8-a97c-87b9804c857d,Kautilya's Arthashastra
PUBAD-P2-2007-T009,e3e84062-d6fe-4fe8-a97c-87b9804c857d,Kautilya's Arthashastra
PUBAD-P2-2006-T010,e3e84062-d6fe-4fe8-a97c-87b9804c857d,Kautilya's Arthashastra
PUBAD-P2-2003-T013,e3e84062-d6fe-4fe8-a97c-87b9804c857d,Kautilya's Arthashastra
PUBAD-P2-2001-T009,e3e84062-d6fe-4fe8-a97c-87b9804c857d,Kautilya's Arthashastra
PUBAD-P2-1998-T008,e3e84062-d6fe-4fe8-a97c-87b9804c857d,Kautilya's Arthashastra
PUBAD-P2-1990-T010,e3e84062-d6fe-4fe8-a97c-87b9804c857d,Kautilya's Arthashastra
PUBAD-P2-1987-T010,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-2008-T005,efe5f805-e241-4f9b-adb7-c2499ba4b2c4,Mughal administration
PUBAD-P2-2005-T008,efe5f805-e241-4f9b-adb7-c2499ba4b2c4,Mughal administration
PUBAD-P2-1989-T006,efe5f805-e241-4f9b-adb7-c2499ba4b2c4,Mughal administration
PUBAD-P2-1988-T005,efe5f805-e241-4f9b-adb7-c2499ba4b2c4,Mughal administration
PUBAD-P2-2010-T012,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-2009-T010,0b6707bc-7d78-4ca6-b9e7-8377ae9ea937,District administration and local self-government under colonial rule
PUBAD-P2-2004-T013,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-2003-T012,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-2002-T009,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-2000-T008,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-1997-T011,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-1996-T011,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-1995-T010,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-1993-T009,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-1993-T011,a18cb1b7-d6ef-4834-baa7-232780443236,Civil service neutrality and civil service activism
PUBAD-P2-1993-T013,0b6707bc-7d78-4ca6-b9e7-8377ae9ea937,District administration and local self-government under colonial rule
PUBAD-P2-1992-T013,0b6707bc-7d78-4ca6-b9e7-8377ae9ea937,District administration and local self-government under colonial rule
PUBAD-P2-1990-T012,0b6707bc-7d78-4ca6-b9e7-8377ae9ea937,District administration and local self-government under colonial rule
PUBAD-P2-1989-T014,a43230e6-23a4-4552-a4a5-7e0cd60fb234,Cabinet Secretariat and the Prime Minister's Office
PUBAD-P2-1989-T015,0b6707bc-7d78-4ca6-b9e7-8377ae9ea937,District administration and local self-government under colonial rule
PUBAD-P2-1988-T014,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-1987-T013,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-2010-T019,963f4c27-d719-4bb3-b224-f6667d079211,"Union-State administrative, legislative and financial relations"
PUBAD-P2-2009-T022,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-2008-T015,2053b47c-45ee-4562-8fcc-c74411ec3fae,Impact of liberalization and privatization
PUBAD-P2-2008-T016,3c1a5edc-0129-4062-8348-8c99d9b52c2a,Bureaucracy and democracy
PUBAD-P2-2006-T016,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-2002-T014,645563c0-9b32-4e2e-a67e-dbebdaec789f,Political culture
PUBAD-P2-2002-T015,963f4c27-d719-4bb3-b224-f6667d079211,"Union-State administrative, legislative and financial relations"
PUBAD-P2-2002-T016,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-2001-T016,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-2000-T016,029f9e7e-b90d-4c4c-97fe-0ddd64d025d7,Constitutional position of the civil services
PUBAD-P2-1998-T015,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1997-T015,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1997-T016,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1997-T017,b76962e2-b2a1-41aa-a4a8-67c52403d8d2,Constitutionalism
PUBAD-P2-1996-T015,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1996-T016,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1995-T014,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1995-T015,b76962e2-b2a1-41aa-a4a8-67c52403d8d2,Constitutionalism
PUBAD-P2-1994-T015,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1994-T016,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1992-T015,de7712c6-f586-44fa-98f1-7b1db58621d5,"Structure, recruitment, training and capacity-building"
PUBAD-P2-1992-T016,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1991-T015,64917456-6901-4f5c-bdba-cd190be51156,Legacy of British rule in politics and administration
PUBAD-P2-1991-T016,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-1991-T017,5ce990b6-c928-44fd-84e6-f90dd20925aa,Bureaucracy and development
PUBAD-P2-1990-T015,8f4410ff-d252-42ab-8cf3-744cca508002,Salient features and value premises of the Constitution
PUBAD-P2-2003-T001,eb92ad3a-a335-436f-bb97-487cdb9488d1,Public sector in modern India
PUBAD-P2-2003-T002,2053b47c-45ee-4562-8fcc-c74411ec3fae,Impact of liberalization and privatization
PUBAD-P2-1998-T001,3a97f920-c289-41ef-83b0-4f470f1204b3,"Problems of autonomy, accountability and control"
PUBAD-P2-1994-T001,eb92ad3a-a335-436f-bb97-487cdb9488d1,Public sector in modern India
PUBAD-P2-1992-T001,eb92ad3a-a335-436f-bb97-487cdb9488d1,Public sector in modern India
PUBAD-P2-1990-T003,eb92ad3a-a335-436f-bb97-487cdb9488d1,Public sector in modern India
PUBAD-P2-1989-T004,3a97f920-c289-41ef-83b0-4f470f1204b3,"Problems of autonomy, accountability and control"
PUBAD-P2-1988-T004,bc8bbb58-3aef-4988-8c5a-8e3b3230c9a8,Forms of Public Sector Undertakings
PUBAD-P2-1999-T003,3a97f920-c289-41ef-83b0-4f470f1204b3,"Problems of autonomy, accountability and control"
PUBAD-P2-1995-T001,bc8bbb58-3aef-4988-8c5a-8e3b3230c9a8,Forms of Public Sector Undertakings
PUBAD-P2-1991-T001,bc8bbb58-3aef-4988-8c5a-8e3b3230c9a8,Forms of Public Sector Undertakings
PUBAD-P2-2010-T008,fa10053c-eb51-4c79-a058-79fc36f918db,Rural development programmes: foci and strategies
PUBAD-P2-2007-T007,3a97f920-c289-41ef-83b0-4f470f1204b3,"Problems of autonomy, accountability and control"
PUBAD-P2-2002-T003,eb92ad3a-a335-436f-bb97-487cdb9488d1,Public sector in modern India
PUBAD-P2-1987-T004,3a97f920-c289-41ef-83b0-4f470f1204b3,"Problems of autonomy, accountability and control"
PUBAD-P2-2007-T010,2053b47c-45ee-4562-8fcc-c74411ec3fae,Impact of liberalization and privatization
PUBAD-P2-2004-T014,2053b47c-45ee-4562-8fcc-c74411ec3fae,Impact of liberalization and privatization
PUBAD-P2-2002-T010,2053b47c-45ee-4562-8fcc-c74411ec3fae,Impact of liberalization and privatization
PUBAD-P2-2001-T010,2053b47c-45ee-4562-8fcc-c74411ec3fae,Impact of liberalization and privatization
PUBAD-P2-2000-T010,2053b47c-45ee-4562-8fcc-c74411ec3fae,Impact of liberalization and privatization
PUBAD-P2-2000-T011,3a97f920-c289-41ef-83b0-4f470f1204b3,"Problems of autonomy, accountability and control"
